row_id,player_id,age,position,team,opponent,minutes_played,points,rebounds,assists,steals,blocks,turnovers,fg_pct,three_pct,ft_pct,plus_minus,efficiency,game_location,rest_days,target
3718,1376,33,SG,MEM,DEN,19.2,19,4,0,2,1,1,47.3,32.2,70.6,3,25,Away,3,0
8800,1371,26,PF,HOU,PHX,19.7,11,8,1,0,2,1,51.7,31.7,71.2,11,21,Away,1,0
8940,1492,27,SF,BOS,BKN,30.2,12,3,1,2,1,1,45.7,42.2,76.6,2,18,Home,1,0
2649,1267,25,PG,LAL,OKC,40.3,24,4,10,2,0,3,37.3,45.4,68.5,1,37,Home,1,1
1953,1197,20,SF,SAS,OKC,39.5,19,9,3,2,0,3,49.3,28.3,80.3,25,30,Home,2,1
6640,1346,27,C,CHA,POR,29.1,18,12,2,0,1,3,50.5,37.9,69.5,-4,30,Home,1,1
2865,1323,25,PG,BKN,ORL,40.7,26,7,7,2,0,4,43.6,26.7,88.2,-2,38,Home,1,1
1164,1316,23,C,UTA,DET,32.6,14,11,2,1,2,2,52.0,36.4,72.5,-8,28,Home,1,0
8611,1467,29,SG,NYK,HOU,34.5,21,4,3,2,0,2,46.2,38.8,69.3,-6,28,Home,0,1
4973,1479,26,SF,POR,ORL,24.0,12,3,3,0,0,1,51.7,33.5,83.0,3,17,Home,3,1
3816,1197,28,SF,HOU,MIN,34.4,19,6,3,1,0,2,38.2,34.8,72.1,-1,27,Away,3,0
6520,1053,27,PF,IND,NOP,13.6,10,5,0,2,0,1,47.9,36.3,87.2,2,16,Home,1,0
4216,1107,28,PF,ATL,SAS,24.0,9,7,1,0,2,1,47.5,34.0,72.7,-4,18,Home,3,0
3291,1309,28,PG,OKC,DEN,27.9,22,4,6,2,0,2,41.5,49.9,74.2,6,32,Away,1,1
1599,1089,25,SF,POR,MEM,19.6,10,4,0,1,0,1,45.4,33.8,88.2,-15,14,Away,1,0
8082,1282,26,PF,MIN,SAS,28.7,15,8,1,1,2,2,41.8,29.8,82.7,13,25,Home,1,1
301,1183,28,PG,ATL,WAS,36.5,24,5,7,1,0,5,50.6,41.0,84.7,4,32,Away,0,1
8805,1189,34,SG,GSW,WAS,17.1,15,3,1,0,1,2,54.6,31.5,73.1,-13,18,Home,2,0
2479,1178,29,C,GSW,DAL,24.7,16,7,1,0,1,2,46.7,41.8,64.0,2,23,Home,0,0
2076,1157,25,SG,UTA,PHI,35.0,20,4,3,1,1,2,43.7,37.9,74.4,1,27,Away,1,0
4462,1236,28,PF,BKN,UTA,35.3,14,8,4,2,2,3,51.4,37.5,71.9,8,27,Away,2,1
7783,1292,31,SF,BKN,WAS,13.8,8,1,0,0,0,0,45.4,30.1,61.0,-9,9,Away,2,0
1360,1009,23,SG,GSW,BOS,32.3,22,7,6,1,1,2,48.3,32.3,85.4,14,35,Home,3,1
3129,1129,26,PG,UTA,CHA,34.5,15,6,9,3,0,4,42.0,40.9,70.9,4,29,Home,1,0
4685,1324,25,SG,NYK,BKN,34.6,26,6,4,1,0,3,44.8,43.5,91.1,-9,34,Away,3,1
4583,1376,29,C,ATL,TOR,34.6,19,10,3,1,2,1,45.2,23.7,73.3,-5,34,Home,2,1
487,1280,25,SF,CHI,BKN,28.0,16,3,1,1,1,1,42.2,27.6,76.8,-12,21,Away,1,0
5499,1254,24,PF,LAL,PHX,32.1,18,7,2,2,1,2,52.5,42.7,87.8,4,28,Home,1,1
7613,1228,30,SG,ORL,DEN,25.9,23,3,4,0,0,2,39.5,40.9,71.9,-2,28,Home,2,0
1153,1159,23,PG,GSW,BKN,40.7,26,6,11,2,2,2,47.3,43.4,73.4,-2,45,Away,1,1
3992,1016,24,SG,HOU,OKC,27.8,18,8,3,2,0,2,46.0,39.1,76.3,8,29,Away,4,1
6609,1365,26,C,TOR,MIN,26.9,10,7,3,2,1,3,42.4,29.5,62.4,1,20,Away,2,1
6319,1423,22,SF,IND,MEM,33.5,14,3,4,1,0,2,45.7,25.8,74.6,-2,20,Home,1,0
8732,1462,32,PF,MEM,DEN,17.1,9,3,1,1,1,1,49.9,43.8,65.5,-8,14,Away,1,0
6703,1027,33,C,MIA,GSW,28.3,15,7,1,2,2,3,37.4,30.6,55.2,8,24,Home,1,0
5748,1087,23,SF,IND,CHA,33.8,19,5,4,1,0,3,38.8,32.9,85.1,-2,26,Home,1,0
666,1324,27,SF,MEM,SAS,25.3,19,6,2,1,0,1,46.8,29.5,77.0,4,27,Away,3,1
2685,1325,28,SG,LAC,CHA,20.4,9,3,0,1,0,2,42.1,32.1,78.4,-5,11,Home,1,0
6625,1255,24,SG,ATL,UTA,23.3,14,4,3,2,0,3,46.6,37.8,84.5,0,20,Away,0,0
643,1046,20,SG,MEM,CHA,32.5,17,6,3,1,1,3,34.7,34.5,58.7,-14,25,Home,1,0
177,1004,25,SG,LAC,PHI,20.7,12,4,3,1,1,3,47.0,21.7,91.8,-13,18,Away,1,0
8918,1311,28,C,IND,SAS,20.7,9,9,0,1,2,2,61.0,19.6,67.9,4,19,Away,3,0
2234,1058,30,SG,POR,TOR,37.5,22,5,2,1,1,4,53.0,46.3,92.3,-3,27,Away,2,0
787,1402,26,PF,CLE,DET,32.3,20,9,2,1,0,1,51.1,26.4,71.8,-10,31,Home,1,1
5129,1174,27,PF,SAC,TOR,31.7,17,6,3,1,0,2,44.0,37.5,90.3,1,25,Away,1,1
3662,1018,25,PG,TOR,POR,20.9,7,2,4,1,0,3,40.6,38.1,73.2,-7,11,Home,3,0
2985,1076,31,SG,HOU,UTA,33.5,17,4,5,1,0,2,52.6,45.7,63.4,-7,25,Home,2,1
92,1259,24,PF,SAC,TOR,23.0,11,4,2,1,1,1,51.4,16.3,78.0,-9,18,Away,1,0
5426,1010,21,PF,ATL,MIA,14.7,7,5,1,1,0,3,43.6,32.1,83.2,-12,11,Away,1,0
6690,1073,27,C,CHI,WAS,28.0,16,7,3,0,1,2,53.5,24.7,84.2,0,25,Away,1,1
7173,1138,31,C,HOU,ORL,20.4,13,7,1,1,2,1,55.1,35.9,73.0,0,23,Home,3,1
1972,1281,27,SG,NYK,TOR,23.5,18,2,4,0,0,1,57.0,44.9,72.1,6,23,Home,1,1
531,1263,33,SG,DET,BOS,37.2,21,5,2,2,0,2,50.0,47.8,62.4,-7,28,Away,5,1
997,1064,22,PG,MIL,CLE,28.0,16,0,7,1,0,2,52.1,48.7,69.8,11,22,Away,3,0
3425,1464,32,C,PHI,DET,26.5,11,6,0,0,1,2,54.7,31.6,80.0,-2,16,Home,1,0
3308,1078,30,PF,OKC,MEM,29.0,13,9,1,2,1,0,43.7,37.6,78.0,3,26,Home,2,1
1428,1327,25,C,LAL,MIN,7.2,4,3,1,0,0,0,58.4,35.1,75.5,-4,8,Home,1,0
4520,1455,21,PF,MIA,PHI,20.0,11,3,3,0,1,1,43.2,29.7,67.8,-4,17,Home,1,0
2304,1476,21,PG,POR,NYK,34.1,20,2,7,1,0,2,48.1,36.0,80.2,-7,28,Home,3,1
2841,1052,27,SG,BOS,ORL,25.2,14,3,1,1,0,1,58.5,33.7,94.4,7,18,Home,4,0
5240,1110,21,SG,LAC,DET,20.9,15,5,0,1,1,0,39.2,39.0,79.9,5,22,Away,0,1
6681,1338,30,SG,LAL,BKN,17.0,10,2,0,0,1,1,49.7,39.6,76.0,5,12,Away,1,0
7584,1196,26,PG,CHI,PHX,25.2,15,1,6,1,1,3,52.1,36.4,61.6,9,21,Home,1,1
3549,1291,30,PF,WAS,MEM,27.5,16,5,4,1,1,1,44.4,37.9,77.1,10,26,Home,2,1
2869,1493,26,C,MIN,OKC,32.4,13,12,1,1,2,2,39.2,25.4,73.2,4,27,Home,4,1
6861,1250,27,SF,DET,SAC,30.7,13,4,3,1,0,1,47.4,42.2,94.8,9,20,Away,3,0
3746,1037,26,PF,NOP,IND,28.5,13,8,2,1,2,0,40.9,27.1,72.1,5,26,Home,3,1
2749,1129,24,C,UTA,CLE,30.1,11,10,2,1,2,3,45.3,30.1,78.3,6,23,Away,0,1
695,1379,26,PG,LAL,MIN,12.9,5,3,6,0,0,2,49.6,42.3,89.1,4,12,Away,1,0
5680,1037,29,PG,MIA,ATL,15.0,12,6,1,1,0,2,54.7,44.0,85.4,-10,18,Away,1,0
1739,1222,29,C,MIN,CHI,15.0,6,7,6,0,0,1,44.9,24.1,71.6,-4,18,Home,2,0
168,1474,29,SF,MIL,LAL,34.0,17,1,4,2,0,1,46.2,35.9,83.0,-10,23,Away,1,1
3913,1204,26,PG,UTA,LAL,26.3,14,4,3,2,0,3,40.2,50.8,77.5,-11,20,Away,1,0
7194,1309,26,PF,IND,NYK,13.6,10,5,0,0,0,1,51.6,30.7,78.2,4,14,Away,1,0
8210,1478,25,PF,POR,CLE,27.7,9,7,4,1,1,1,50.7,30.0,79.6,-3,21,Home,2,1
5588,1075,24,PF,MIA,NYK,32.3,20,9,3,2,0,2,49.9,36.8,68.9,-4,32,Home,1,1
4020,1443,28,SF,MIL,HOU,21.3,10,2,0,1,1,2,46.1,35.3,68.6,-1,12,Home,4,0
2334,1435,30,C,PHI,ATL,26.3,12,8,1,0,0,2,47.5,31.8,64.4,6,19,Away,3,0
2606,1446,21,C,SAC,UTA,12.4,2,2,0,1,2,0,61.8,38.0,71.1,14,7,Home,1,0
7672,1411,30,C,NYK,LAL,17.4,12,4,0,1,1,1,35.8,42.6,83.0,-3,17,Home,1,0
5665,1167,34,PF,MEM,BKN,23.8,12,3,1,1,0,2,47.4,24.8,63.7,-5,15,Away,3,0
6429,1044,24,SF,CHA,SAC,30.2,14,7,1,1,0,2,43.9,41.5,85.8,3,21,Away,1,0
2922,1411,31,SG,CHI,OKC,29.9,21,4,3,0,0,2,52.7,41.7,68.1,4,26,Home,1,1
6747,1259,27,C,UTA,BKN,26.2,18,9,0,1,2,3,50.9,39.8,69.1,0,27,Away,0,0
2756,1118,22,SG,NYK,CLE,24.0,12,5,3,0,0,2,56.8,26.9,87.7,-5,18,Home,1,0
6400,1138,21,C,SAC,BKN,19.5,9,5,3,0,1,1,38.2,26.7,79.4,-11,17,Home,0,0
3647,1462,26,SG,SAS,POR,23.5,12,2,0,1,0,3,49.3,34.0,70.6,-1,12,Home,2,0
101,1445,28,SG,UTA,MIL,37.1,22,4,2,1,0,3,45.8,33.0,81.5,0,26,Home,0,1
4886,1327,22,SF,WAS,CHA,17.1,10,1,5,0,0,0,48.4,42.0,62.6,-8,16,Home,4,0
5042,1177,27,SG,CHA,DAL,22.3,13,3,3,2,0,2,48.0,48.8,78.5,2,19,Home,3,0
6172,1461,28,SF,OKC,LAC,26.7,13,8,3,1,1,1,53.4,43.2,85.2,14,25,Away,2,1
8102,1287,21,C,ATL,DEN,13.9,7,3,1,1,1,1,53.0,32.5,71.9,-6,12,Away,0,0
8302,1413,25,PF,NYK,GSW,37.3,17,10,4,1,2,3,39.3,38.7,67.4,17,31,Away,2,1
2442,1235,27,SF,NYK,TOR,21.5,12,4,4,0,0,0,41.2,41.6,81.0,10,20,Away,3,0
1466,1499,21,PG,PHX,CLE,39.6,28,6,10,2,1,2,46.3,29.7,73.5,6,45,Home,2,1
4054,1025,24,SF,TOR,NOP,24.0,11,2,2,0,0,2,49.2,35.4,63.1,4,13,Home,0,0
1745,1262,29,SF,NYK,TOR,23.4,12,0,0,0,0,1,33.9,36.2,74.9,4,11,Away,4,0
4607,1462,28,SF,ATL,LAC,29.0,18,5,2,0,0,1,51.7,32.9,89.3,2,24,Away,3,0
8108,1132,29,PF,LAC,DAL,30.5,14,7,1,1,1,2,49.8,39.2,95.0,-11,22,Home,2,1
4429,1471,28,SF,ATL,POR,23.6,9,3,4,0,0,2,48.3,38.2,88.4,-13,14,Home,3,0
8996,1499,25,C,LAC,MEM,29.4,13,8,3,1,2,1,46.2,26.3,55.1,6,26,Home,1,1
7929,1170,28,SG,BKN,MIN,37.7,18,5,4,1,1,2,50.6,41.4,68.4,8,27,Home,1,1
8301,1237,24,C,PHI,LAC,18.2,9,5,4,1,1,1,53.3,27.9,73.4,12,19,Home,4,0
6118,1208,26,SF,DEN,GSW,22.9,9,3,3,1,0,0,32.9,36.7,64.6,-1,16,Away,3,0
5529,1128,29,C,OKC,PHX,29.6,18,12,5,1,0,2,46.8,37.8,78.6,-6,34,Away,1,1
4307,1200,24,PF,IND,MIA,16.2,9,5,0,0,1,1,54.9,42.9,73.2,-4,14,Home,1,0
8479,1133,29,SG,WAS,TOR,31.1,22,3,2,0,1,2,33.1,37.4,83.0,-1,26,Away,5,0
2122,1242,28,PG,ATL,HOU,20.9,10,3,4,1,1,1,53.7,36.3,74.0,-1,18,Away,1,0
8516,1366,28,SG,BKN,DET,18.8,11,1,2,1,1,0,50.3,37.5,80.3,0,16,Home,1,0
7202,1304,24,PG,DEN,GSW,31.1,18,2,6,1,0,3,50.9,39.5,78.6,11,24,Home,4,0
4193,1276,23,SF,PHI,NOP,32.4,15,6,1,1,0,2,44.7,30.1,76.8,-6,21,Away,1,0
7943,1315,27,SG,CHA,TOR,30.9,18,2,4,0,1,3,55.3,41.1,73.7,2,22,Away,1,0
6220,1035,22,SG,NOP,ATL,33.4,21,3,4,3,1,2,38.4,43.3,81.4,3,30,Home,1,1
1204,1126,29,PG,PHI,DEN,16.5,8,2,4,0,0,1,50.9,33.0,71.8,-13,13,Away,1,0
8859,1328,33,C,TOR,BKN,25.9,10,9,2,1,1,1,37.6,21.0,82.9,-7,22,Home,1,1
1927,1011,30,C,MIN,DEN,41.2,18,15,0,1,1,2,45.0,32.7,79.9,-3,33,Away,2,1
5915,1337,28,SG,NOP,DET,34.3,18,4,5,1,0,3,47.0,45.0,79.9,-11,25,Home,1,1
4869,1434,24,PG,MIA,OKC,31.2,24,4,6,1,0,5,38.1,25.6,69.5,-10,30,Away,0,0
2338,1028,27,PF,UTA,GSW,33.8,15,6,1,1,0,2,35.1,31.9,79.6,1,21,Away,2,0
6359,1061,28,C,WAS,PHX,18.0,9,8,2,0,1,1,45.0,36.5,85.1,2,19,Home,0,0
2500,1224,27,PG,WAS,MIN,26.3,18,3,9,1,0,3,40.5,36.1,88.1,10,28,Home,1,1
3380,1177,25,SG,HOU,SAC,35.8,21,4,4,1,1,4,48.4,29.8,90.8,-6,27,Away,3,1
806,1468,27,PF,OKC,DAL,22.3,14,11,2,1,0,2,43.5,39.8,73.2,5,26,Home,1,0
7107,1001,26,C,TOR,NYK,38.8,17,12,1,1,1,3,41.7,28.7,83.1,-7,29,Home,1,1
2320,1192,24,SG,BKN,LAC,17.9,9,2,3,0,1,0,43.1,31.2,79.4,6,15,Home,1,0
7852,1277,34,SF,LAL,SAS,21.6,12,7,2,1,1,2,46.7,34.2,75.2,3,21,Away,2,1
7935,1489,31,PG,PHX,NOP,18.8,7,1,3,0,1,1,34.8,32.4,72.8,5,11,Away,2,0
3982,1060,26,PG,ATL,HOU,35.2,19,2,7,2,0,2,53.5,43.7,84.3,1,28,Away,2,1
1243,1085,27,SF,DET,CHA,34.1,21,4,4,0,1,4,43.3,25.6,75.4,3,26,Away,1,0
5595,1302,26,C,OKC,ORL,20.8,11,6,1,0,1,1,47.2,38.4,77.1,-6,18,Away,2,0
4483,1191,31,SF,BKN,MIA,35.7,28,4,1,1,1,1,48.1,32.7,69.5,-11,34,Away,1,1
548,1185,28,C,DAL,CHA,20.5,12,5,2,1,1,1,50.5,31.2,79.7,5,20,Away,3,0
27,1293,27,SF,LAC,PHX,34.0,19,9,3,2,1,1,40.5,33.0,82.8,14,33,Home,0,1
3882,1173,29,C,BOS,SAC,26.2,15,9,2,0,2,3,46.8,38.5,67.4,7,25,Home,1,0
2881,1330,24,C,DET,LAL,34.5,17,9,0,0,2,3,46.3,38.1,75.5,7,25,Away,5,0
4349,1263,27,SF,HOU,LAL,21.2,12,0,2,1,1,2,37.5,28.7,68.6,-8,14,Home,1,0
1303,1242,28,SF,LAC,CHI,17.3,15,1,0,1,0,2,56.9,45.8,78.5,-11,15,Away,1,0
5246,1023,27,C,HOU,WAS,28.5,18,8,2,0,2,1,41.8,42.7,58.2,-8,29,Away,3,1
6790,1074,28,C,LAL,CHA,14.1,5,3,0,2,1,0,43.4,36.2,66.8,-11,11,Home,2,0
1222,1110,25,C,ATL,MIA,25.4,8,8,0,0,2,2,45.9,21.3,84.3,5,16,Home,1,0
7713,1330,26,PG,DET,SAC,20.6,8,0,6,1,1,1,41.0,36.6,65.7,-5,15,Away,1,0
438,1026,25,C,CLE,MIL,34.8,13,13,3,1,3,1,54.4,25.7,74.0,12,32,Home,1,1
5850,1006,32,PG,LAL,DET,30.2,17,4,7,1,0,2,49.9,34.4,92.6,2,27,Away,1,1
3103,1018,31,SG,HOU,GSW,36.9,19,7,1,1,0,2,50.8,44.7,73.3,5,26,Home,2,0
6022,1136,25,PG,UTA,SAS,43.0,20,6,11,3,0,4,43.1,45.8,83.0,-12,36,Home,4,1
6175,1120,30,PF,HOU,CLE,35.9,20,11,3,2,1,2,45.5,30.4,86.3,5,35,Home,2,1
3405,1148,25,SF,CLE,BOS,15.3,7,3,1,0,0,0,51.9,30.6,64.0,2,11,Away,1,0
6171,1002,27,C,MEM,CHI,24.7,19,11,0,1,2,1,54.4,25.3,71.0,1,32,Away,1,1
6999,1496,25,SG,MEM,LAL,25.8,12,5,4,0,0,2,47.1,41.8,67.9,-6,19,Away,3,0
3026,1392,26,SG,HOU,POR,34.9,24,5,3,1,1,1,34.4,28.2,83.1,-8,33,Home,2,1
327,1402,24,PF,DAL,CHI,24.5,13,7,2,0,0,3,58.0,40.8,82.4,-1,19,Home,0,0
1040,1365,21,SF,DET,NYK,19.4,11,0,1,0,1,3,52.8,34.5,74.3,-9,10,Home,1,0
4280,1045,23,C,DET,NOP,20.6,6,7,0,1,2,1,43.6,37.8,77.9,3,15,Home,1,0
6756,1208,26,PG,OKC,HOU,22.7,17,2,5,0,0,0,45.2,34.4,76.5,10,24,Away,1,0
1871,1295,30,PG,POR,MIA,39.4,16,4,10,1,0,4,35.6,39.5,82.4,2,27,Home,0,1
5689,1305,23,PG,DET,PHI,26.1,14,2,5,1,1,2,48.2,26.6,85.1,-2,21,Home,1,0
535,1459,21,PF,IND,LAC,29.1,14,7,4,2,2,2,47.6,26.8,83.7,-12,27,Home,3,1
8677,1186,24,PF,LAC,SAS,26.5,12,8,3,1,1,2,46.3,36.9,61.3,3,23,Home,3,0
586,1369,24,SG,POR,MIL,40.1,27,6,2,2,1,2,42.7,35.3,76.3,6,36,Home,2,1
8922,1295,32,PG,OKC,ORL,28.3,8,0,9,1,0,3,53.1,34.3,77.2,4,15,Home,1,0
1704,1320,25,SG,PHX,NOP,29.8,14,3,4,2,1,3,36.5,35.2,95.0,5,21,Home,1,0
6540,1001,29,PG,PHI,DEN,18.3,12,2,3,0,1,1,51.5,51.4,78.4,2,17,Home,2,0
4488,1381,27,C,NOP,DET,18.6,14,8,0,0,0,1,40.4,32.0,76.6,-13,21,Home,0,0
492,1322,28,C,ORL,BKN,27.5,17,8,1,1,2,0,49.7,36.3,69.1,-13,29,Away,2,1
5285,1312,27,SG,BOS,BKN,20.9,6,4,3,1,1,2,37.9,35.4,62.8,9,13,Home,4,0
6704,1196,23,PG,PHI,DET,24.5,16,3,7,0,0,1,46.3,26.6,91.5,11,25,Home,1,1
3618,1148,26,SG,MIA,MEM,23.3,10,1,4,0,1,2,50.1,38.0,75.2,6,14,Home,1,0
3996,1197,33,C,MIA,CHA,33.2,17,11,1,1,1,3,51.6,36.0,65.3,9,28,Away,1,0
3515,1138,24,SF,LAL,IND,37.5,23,7,3,1,2,2,46.4,32.0,75.5,6,34,Away,1,1
6489,1043,29,PF,IND,BOS,20.2,10,6,2,1,1,1,46.9,41.4,74.6,-3,19,Home,4,0
1917,1290,27,C,SAS,PHI,13.3,9,5,2,1,2,3,56.2,31.8,77.9,-13,16,Home,1,0
3890,1472,25,SG,MIL,HOU,27.1,15,3,2,0,0,1,49.9,31.0,95.0,-11,19,Home,3,0
8423,1356,26,SF,LAL,POR,17.7,8,2,3,0,0,1,38.9,36.2,84.9,-4,12,Away,4,0
7853,1441,23,SG,IND,HOU,35.4,19,6,1,0,2,2,45.7,45.2,76.1,-8,26,Home,1,0
3045,1151,25,SG,ORL,ATL,35.0,20,3,4,2,0,3,49.9,38.2,69.6,2,26,Away,2,1
3756,1003,28,SF,CHI,BOS,16.9,12,2,1,0,0,2,48.2,29.7,88.0,4,13,Home,1,0
8081,1108,25,SG,IND,CLE,28.1,22,5,2,0,1,1,52.2,26.7,77.6,-4,29,Home,1,1
398,1383,26,SF,PHI,CLE,34.2,22,6,2,1,0,2,51.1,40.2,70.3,-2,29,Home,1,0
1318,1117,27,C,LAL,NOP,20.3,11,6,3,0,1,2,40.5,20.0,68.7,-2,19,Away,1,1
5355,1455,26,C,UTA,DEN,19.9,11,5,2,0,1,1,62.8,37.8,57.5,9,18,Home,1,0
122,1251,31,PF,UTA,BOS,23.8,7,5,4,1,1,0,42.6,42.4,85.0,5,18,Away,3,0
2580,1391,24,SF,HOU,MIL,21.7,13,3,3,0,1,1,43.2,41.1,79.4,-5,19,Home,1,0
1567,1256,28,SG,CLE,IND,31.8,18,5,0,2,0,1,50.4,38.3,83.7,-2,24,Home,0,1
1985,1497,32,SG,SAS,OKC,39.6,20,9,2,1,1,2,46.1,39.1,68.8,-3,31,Away,2,1
