row_id,efficiency_binning_standard,eff_times_minutes_binning_standard,high_eff_min_freq,points_binning_standard,eff_per_point_binning_standard,blocks,target
4307,6,1,0.7967142857142857,2,2,1,0
8479,12,3,0.2032857142857143,5,1,1,0
2122,8,2,0.7967142857142857,2,2,1,0
8516,7,1,0.7967142857142857,3,2,1,0
7202,11,3,0.7967142857142857,4,1,0,0
4193,10,3,0.7967142857142857,3,2,0,0
7943,10,3,0.7967142857142857,4,1,1,0
6220,14,4,0.2032857142857143,5,2,1,1
1204,6,1,0.7967142857142857,2,2,0,0
8859,10,2,0.7967142857142857,2,2,1,1
1927,15,5,0.2032857142857143,4,2,1,1
5915,11,3,0.7967142857142857,4,2,0,1
4869,14,3,0.2032857142857143,5,1,0,0
2338,10,3,0.7967142857142857,3,2,0,0
6359,9,2,0.7967142857142857,2,2,1,0
2500,13,3,0.7967142857142857,4,2,0,1
3380,12,4,0.7967142857142857,5,1,1,1
806,12,2,0.7967142857142857,3,2,0,0
7107,13,4,0.7967142857142857,4,2,1,1
2320,7,1,0.7967142857142857,2,2,1,0
7852,10,2,0.7967142857142857,3,2,1,1
7935,5,1,0.7967142857142857,2,2,1,0
3982,13,4,0.7967142857142857,4,2,0,1
1243,12,3,0.7967142857142857,5,1,1,0
5595,8,2,0.7967142857142857,3,2,1,0
4483,15,4,0.2032857142857143,6,1,1,1
548,9,2,0.7967142857142857,3,2,1,0
27,15,4,0.2032857142857143,4,2,1,1
3882,11,3,0.7967142857142857,3,2,2,0
2881,11,3,0.7967142857142857,4,2,2,0
4349,6,1,0.7967142857142857,3,1,1,0
1303,7,1,0.7967142857142857,3,1,0,0
5246,13,3,0.7967142857142857,4,2,2,1
6790,5,1,0.7967142857142857,1,2,1,0
1222,7,2,0.7967142857142857,2,2,2,0
7713,7,1,0.7967142857142857,2,2,1,0
438,15,4,0.2032857142857143,3,2,3,1
5850,12,3,0.2032857142857143,4,2,0,1
3103,12,4,0.7967142857142857,4,2,0,0
6022,16,5,0.2032857142857143,4,2,0,1
6175,16,4,0.2032857142857143,4,2,1,1
3405,5,1,0.7967142857142857,2,2,0,0
6171,15,3,0.7967142857142857,4,2,2,1
6999,9,2,0.7967142857142857,3,2,0,0
3026,15,4,0.2032857142857143,5,2,1,1
327,9,2,0.7967142857142857,3,2,0,0
1040,5,1,0.7967142857142857,3,1,1,0
4280,7,1,0.7967142857142857,2,2,2,0
6756,11,2,0.7967142857142857,4,2,0,0
1871,12,4,0.7967142857142857,4,2,0,1
5689,10,2,0.7967142857142857,3,2,1,0
535,12,3,0.7967142857142857,3,2,2,1
8677,10,2,0.7967142857142857,3,2,1,0
586,16,5,0.2032857142857143,6,1,1,1
8922,7,2,0.7967142857142857,2,2,0,0
1704,10,2,0.7967142857142857,3,2,1,0
6540,8,1,0.7967142857142857,3,2,1,0
4488,10,2,0.7967142857142857,3,2,0,0
492,13,3,0.7967142857142857,4,2,2,1
5285,6,1,0.7967142857142857,2,2,1,0
6704,11,2,0.7967142857142857,4,2,0,1
3618,6,2,0.7967142857142857,2,2,1,0
3996,13,3,0.2032857142857143,4,2,1,0
3515,15,5,0.2032857142857143,5,2,2,1
6489,9,2,0.7967142857142857,2,2,1,0
1917,7,1,0.7967142857142857,2,2,2,0
3890,9,2,0.7967142857142857,3,1,0,0
8423,5,1,0.7967142857142857,2,2,0,0
7853,12,3,0.7967142857142857,4,2,2,0
3045,12,3,0.7967142857142857,4,1,0,1
3756,6,1,0.7967142857142857,3,1,0,0
8081,13,3,0.7967142857142857,5,1,1,1
398,13,4,0.2032857142857143,5,1,0,0
1318,9,2,0.7967142857142857,3,2,1,1
5355,8,2,0.7967142857142857,3,2,1,0
122,8,2,0.7967142857142857,2,2,1,0
2580,9,2,0.7967142857142857,3,2,1,0
1567,11,3,0.7967142857142857,4,1,0,1
1985,14,4,0.7967142857142857,4,2,1,1
4036,14,4,0.2032857142857143,4,2,0,1
2174,11,2,0.7967142857142857,3,2,1,1
7706,6,2,0.7967142857142857,2,2,1,0
7260,6,1,0.7967142857142857,2,2,1,0
574,6,1,0.7967142857142857,2,2,0,0
8785,8,1,0.7967142857142857,2,2,0,0
8123,10,2,0.7967142857142857,3,2,0,0
8738,10,2,0.7967142857142857,4,2,2,0
3046,10,3,0.7967142857142857,4,2,0,0
1408,14,4,0.2032857142857143,4,2,2,1
536,8,2,0.7967142857142857,3,1,0,0
5556,8,2,0.7967142857142857,3,2,1,0
5988,12,3,0.7967142857142857,4,2,0,1
1435,10,2,0.7967142857142857,4,2,0,0
7059,16,5,0.2032857142857143,5,2,0,1
1868,8,1,0.7967142857142857,3,2,1,0
1455,10,3,0.7967142857142857,3,2,0,1
8523,16,5,0.2032857142857143,4,2,2,1
8868,7,1,0.7967142857142857,2,2,0,0
1821,9,2,0.7967142857142857,2,2,2,1
52,10,2,0.7967142857142857,2,2,1,1
4604,8,1,0.7967142857142857,3,1,0,0
6526,16,5,0.2032857142857143,5,2,0,1
470,11,3,0.7967142857142857,3,2,1,0
4719,10,2,0.7967142857142857,3,2,1,0
3182,5,1,0.7967142857142857,3,1,0,0
5618,8,2,0.7967142857142857,3,2,0,0
2863,10,2,0.7967142857142857,3,2,0,0
1859,9,2,0.7967142857142857,2,2,0,0
7378,11,3,0.2032857142857143,4,2,1,1
866,5,1,0.7967142857142857,2,1,0,0
5804,10,3,0.7967142857142857,4,1,0,0
3838,12,3,0.7967142857142857,4,2,1,1
2599,9,2,0.7967142857142857,3,2,2,0
8945,15,5,0.7967142857142857,6,1,0,1
4374,12,3,0.7967142857142857,3,2,2,1
426,11,4,0.7967142857142857,4,2,0,0
189,12,4,0.7967142857142857,4,2,1,1
4535,15,4,0.2032857142857143,5,2,2,1
4996,10,2,0.7967142857142857,3,2,1,1
229,9,2,0.7967142857142857,2,2,2,1
2716,7,2,0.7967142857142857,2,2,0,0
1042,9,2,0.7967142857142857,3,2,1,0
3551,10,2,0.7967142857142857,3,2,2,0
2689,11,4,0.7967142857142857,4,2,2,0
8442,4,1,0.7967142857142857,2,1,0,0
1906,10,3,0.7967142857142857,3,2,0,0
7770,9,2,0.7967142857142857,2,2,2,1
802,12,3,0.7967142857142857,4,2,1,0
1488,10,3,0.7967142857142857,4,2,1,0
8679,15,5,0.2032857142857143,5,2,1,1
1129,2,1,0.7967142857142857,2,1,0,0
7286,8,2,0.7967142857142857,3,2,0,0
2209,12,4,0.7967142857142857,4,2,1,0
4230,10,2,0.7967142857142857,3,2,2,1
7813,10,2,0.7967142857142857,3,2,2,0
5138,12,3,0.2032857142857143,4,2,0,0
3115,8,1,0.7967142857142857,2,2,1,1
5008,13,3,0.2032857142857143,4,2,2,1
8636,14,4,0.2032857142857143,4,2,1,1
2145,11,2,0.7967142857142857,4,1,0,1
5954,5,1,0.7967142857142857,2,2,2,0
1633,17,5,0.2032857142857143,5,2,1,1
6670,16,5,0.2032857142857143,5,2,1,1
4011,13,3,0.7967142857142857,4,2,0,1
157,5,1,0.7967142857142857,2,2,1,0
2421,10,2,0.7967142857142857,3,2,1,0
6361,8,1,0.7967142857142857,2,2,1,0
3214,14,3,0.7967142857142857,4,2,2,1
2771,9,2,0.7967142857142857,3,2,0,0
4443,10,2,0.7967142857142857,3,2,2,1
5565,15,4,0.2032857142857143,5,2,1,1
6278,7,1,0.7967142857142857,3,2,0,0
6393,14,3,0.7967142857142857,4,2,1,1
3917,6,1,0.7967142857142857,2,2,1,0
2808,16,4,0.2032857142857143,5,2,1,1
4342,15,4,0.2032857142857143,4,2,3,1
3025,10,2,0.7967142857142857,3,2,0,1
2730,12,3,0.7967142857142857,4,2,2,1
3210,10,3,0.7967142857142857,3,2,0,0
6607,10,3,0.7967142857142857,4,1,0,1
848,2,1,0.7967142857142857,1,2,0,0
7518,15,4,0.2032857142857143,5,2,0,0
8749,10,3,0.7967142857142857,3,2,0,0
757,13,4,0.7967142857142857,4,2,1,1
8708,6,1,0.7967142857142857,3,1,0,0
5230,14,4,0.2032857142857143,4,2,1,1
2813,13,4,0.7967142857142857,4,2,0,1
8913,8,2,0.7967142857142857,3,2,0,0
2062,11,4,0.7967142857142857,5,1,0,0
550,10,2,0.7967142857142857,4,1,2,0
7629,10,2,0.7967142857142857,3,2,0,0
7620,9,2,0.7967142857142857,3,2,1,0
7982,4,1,0.7967142857142857,1,3,1,0
4059,15,4,0.2032857142857143,5,2,0,1
3694,11,2,0.7967142857142857,3,2,1,0
1260,6,1,0.7967142857142857,2,2,1,0
6333,5,1,0.7967142857142857,2,2,0,0
5297,10,3,0.7967142857142857,3,2,1,1
7508,15,4,0.2032857142857143,5,2,0,1
1025,5,1,0.7967142857142857,2,1,1,0
753,9,2,0.7967142857142857,3,2,1,0
4626,9,2,0.7967142857142857,3,2,0,0
3400,13,3,0.2032857142857143,4,2,0,1
1952,10,2,0.7967142857142857,3,2,0,0
7545,14,4,0.2032857142857143,4,2,0,0
352,13,4,0.2032857142857143,3,2,1,1
1512,7,2,0.7967142857142857,3,2,1,0
6608,10,3,0.7967142857142857,4,2,1,1
3155,11,3,0.7967142857142857,4,1,1,1
3528,11,2,0.7967142857142857,3,2,1,1
702,15,4,0.2032857142857143,5,2,1,1
2587,8,2,0.7967142857142857,3,1,0,0
3430,9,2,0.7967142857142857,3,2,0,0
562,12,3,0.7967142857142857,4,2,1,1
2319,10,3,0.7967142857142857,4,2,0,0
2459,9,2,0.7967142857142857,3,2,0,0
5113,7,2,0.7967142857142857,3,1,0,0
8028,6,1,0.7967142857142857,1,2,1,0
6244,13,3,0.2032857142857143,4,2,0,1
2645,12,3,0.2032857142857143,5,1,0,0
1048,11,2,0.7967142857142857,4,1,0,0
7087,13,4,0.7967142857142857,5,2,1,1
415,13,3,0.2032857142857143,4,2,0,1
3529,9,3,0.7967142857142857,3,2,0,0
8570,11,2,0.7967142857142857,4,2,0,0
3444,9,2,0.7967142857142857,3,1,0,0
3379,9,2,0.7967142857142857,4,1,0,0
5921,14,4,0.2032857142857143,4,2,1,1
1470,8,2,0.7967142857142857,3,2,0,0
7204,8,2,0.7967142857142857,3,2,0,0
4171,9,1,0.7967142857142857,2,2,0,1
7542,6,1,0.7967142857142857,2,2,1,0
6554,5,1,0.7967142857142857,2,2,1,0
1584,12,3,0.2032857142857143,3,2,1,1
1413,10,3,0.7967142857142857,3,2,1,0
6154,11,3,0.7967142857142857,4,2,1,1
5810,10,2,0.7967142857142857,3,2,1,0
1723,8,1,0.7967142857142857,3,2,0,0
2918,13,3,0.2032857142857143,4,2,0,0
4356,9,2,0.7967142857142857,3,2,0,0
1508,10,2,0.7967142857142857,3,2,1,1
6072,7,1,0.7967142857142857,1,3,2,0
8204,10,2,0.7967142857142857,3,2,1,0
1322,10,2,0.7967142857142857,3,2,0,0
843,8,2,0.7967142857142857,3,1,0,0
1147,5,1,0.7967142857142857,3,1,0,0
5068,6,2,0.7967142857142857,2,2,1,0
8044,15,5,0.2032857142857143,5,2,1,1
464,15,3,0.7967142857142857,4,2,0,1
3943,9,2,0.7967142857142857,3,2,0,0
2550,9,2,0.7967142857142857,3,2,1,0
6030,6,1,0.7967142857142857,3,1,0,0
8509,10,2,0.7967142857142857,3,2,2,0
7243,7,1,0.7967142857142857,3,1,1,0
7768,14,4,0.2032857142857143,4,2,0,1
4076,10,2,0.7967142857142857,4,1,0,0
379,16,4,0.2032857142857143,5,2,0,1
6616,10,2,0.7967142857142857,3,2,0,0
1336,10,3,0.7967142857142857,4,1,1,1
1224,18,6,0.2032857142857143,5,2,2,1
6859,10,3,0.7967142857142857,3,2,2,1
3000,15,5,0.2032857142857143,4,2,1,0
4049,11,3,0.7967142857142857,4,1,0,0
7063,9,2,0.7967142857142857,3,2,0,0
1812,12,2,0.7967142857142857,3,2,0,1
3334,13,3,0.7967142857142857,5,2,0,0
3945,16,5,0.2032857142857143,5,2,1,1
3333,14,3,0.2032857142857143,3,2,0,1
1895,15,4,0.2032857142857143,4,2,2,1
5351,11,3,0.7967142857142857,3,2,1,0
3481,10,2,0.7967142857142857,3,2,0,1
5304,7,1,0.7967142857142857,3,2,0,0
4081,5,1,0.7967142857142857,2,1,0,0
6061,17,5,0.2032857142857143,5,2,2,1
5460,8,2,0.7967142857142857,3,2,0,0
1190,7,2,0.7967142857142857,3,1,0,0
6612,5,1,0.7967142857142857,2,1,0,0
899,6,1,0.7967142857142857,2,1,0,0
5493,8,2,0.7967142857142857,2,2,0,0
4249,17,5,0.2032857142857143,5,2,0,1
2886,15,4,0.2032857142857143,5,2,0,1
2532,15,4,0.2032857142857143,6,1,1,1
8959,9,2,0.7967142857142857,3,1,0,0
8346,10,3,0.7967142857142857,3,2,1,0
8920,17,5,0.2032857142857143,6,2,2,1
7949,8,2,0.7967142857142857,2,2,0,0
5458,7,1,0.7967142857142857,3,1,1,0
4650,9,2,0.7967142857142857,2,2,1,0
1031,10,3,0.7967142857142857,3,2,1,0
3423,3,1,0.7967142857142857,2,1,0,0
6226,15,5,0.2032857142857143,5,2,1,1
4954,8,1,0.7967142857142857,2,2,1,0
7712,8,2,0.7967142857142857,3,2,0,0
1756,15,4,0.2032857142857143,5,2,0,1
8921,4,1,0.7967142857142857,2,1,1,0
232,10,2,0.7967142857142857,3,2,1,0
6136,14,3,0.7967142857142857,5,2,0,1
4804,8,2,0.7967142857142857,3,2,0,0
6770,11,3,0.7967142857142857,4,2,1,1
4731,16,4,0.2032857142857143,5,2,1,1
3536,10,2,0.7967142857142857,3,2,0,0
4902,14,4,0.2032857142857143,4,2,1,1
2318,10,3,0.7967142857142857,3,2,0,0
4776,5,1,0.7967142857142857,1,2,1,0
1516,10,3,0.7967142857142857,3,2,0,0
217,13,4,0.2032857142857143,4,2,0,1
8096,13,3,0.2032857142857143,4,2,0,1
2264,15,4,0.2032857142857143,5,2,2,1
7607,10,2,0.7967142857142857,4,2,0,1
2767,10,2,0.7967142857142857,4,2,0,0
4014,10,2,0.7967142857142857,3,2,2,0
894,6,1,0.7967142857142857,2,2,1,0
2909,9,2,0.7967142857142857,3,2,1,0
1851,10,2,0.7967142857142857,3,2,1,1
6323,15,4,0.2032857142857143,5,2,0,1
6952,5,1,0.7967142857142857,1,2,0,0
325,11,3,0.7967142857142857,3,2,1,1
1216,8,2,0.7967142857142857,3,1,0,0
5545,13,4,0.7967142857142857,5,1,1,1
4971,12,3,0.7967142857142857,4,2,2,1
1130,5,1,0.7967142857142857,2,1,0,0
6320,6,1,0.7967142857142857,2,1,0,0
7666,10,2,0.7967142857142857,3,2,0,0
7430,8,2,0.7967142857142857,3,2,1,0
209,5,1,0.7967142857142857,2,2,0,0
4103,16,5,0.2032857142857143,5,2,1,1
799,14,5,0.7967142857142857,4,2,1,1
8177,11,2,0.7967142857142857,3,2,1,1
735,13,4,0.7967142857142857,3,2,1,1
2754,10,2,0.7967142857142857,3,2,0,0
2761,7,1,0.7967142857142857,3,2,0,0
1175,10,2,0.7967142857142857,3,2,1,0
6880,13,3,0.7967142857142857,4,2,0,1
7034,7,1,0.7967142857142857,2,2,0,0
1832,11,3,0.7967142857142857,4,2,0,1
6427,10,3,0.7967142857142857,2,2,0,1
7867,11,3,0.7967142857142857,3,2,0,1
6348,11,3,0.7967142857142857,3,2,0,1
3335,9,2,0.7967142857142857,4,1,1,1
199,6,1,0.7967142857142857,3,1,0,0
3887,4,1,0.7967142857142857,2,2,1,0
4585,11,3,0.7967142857142857,3,2,2,1
1098,10,2,0.7967142857142857,3,2,1,0
549,11,3,0.7967142857142857,3,2,2,1
2993,6,2,0.7967142857142857,2,2,0,0
2946,14,4,0.2032857142857143,5,1,0,1
8643,12,3,0.7967142857142857,5,1,0,0
6831,11,3,0.7967142857142857,4,1,0,1
2315,9,2,0.7967142857142857,3,2,1,1
5363,12,3,0.7967142857142857,3,2,1,0
6512,5,1,0.7967142857142857,2,2,1,0
8322,9,2,0.7967142857142857,3,2,2,0
2511,9,2,0.7967142857142857,3,1,1,0
6604,14,4,0.2032857142857143,4,2,0,1
6327,15,4,0.2032857142857143,4,2,3,1
617,5,1,0.7967142857142857,2,1,0,0
1119,15,5,0.7967142857142857,4,2,0,1
938,5,1,0.7967142857142857,2,1,1,0
623,9,2,0.7967142857142857,3,2,0,0
6724,10,2,0.7967142857142857,3,2,1,0
8186,10,2,0.7967142857142857,3,2,0,0
3946,12,4,0.7967142857142857,4,2,1,1
7751,9,2,0.7967142857142857,3,2,1,0
5170,12,3,0.7967142857142857,3,2,1,1
2933,11,3,0.7967142857142857,4,2,1,1
5169,9,2,0.7967142857142857,3,2,1,1
8412,10,2,0.7967142857142857,3,2,0,0
3438,9,2,0.7967142857142857,3,1,1,1
2202,10,3,0.7967142857142857,3,2,2,1
1161,10,2,0.7967142857142857,3,2,1,0
6568,10,3,0.7967142857142857,4,1,0,0
8722,9,1,0.7967142857142857,3,2,0,0
8821,9,2,0.7967142857142857,3,2,1,0
7153,7,1,0.7967142857142857,1,3,1,0
479,11,2,0.7967142857142857,4,1,2,0
1353,7,2,0.7967142857142857,3,1,1,0
8629,11,3,0.7967142857142857,3,2,0,1
6247,10,2,0.7967142857142857,4,2,1,0
7037,5,1,0.7967142857142857,2,2,1,0
7395,10,3,0.7967142857142857,4,2,1,0
4128,10,3,0.7967142857142857,3,2,1,1
1034,12,3,0.2032857142857143,3,2,1,0
4005,14,3,0.2032857142857143,3,2,2,1
3970,9,2,0.7967142857142857,2,3,2,0
3468,10,3,0.7967142857142857,4,1,1,0
3378,15,5,0.2032857142857143,4,2,1,1
3133,10,3,0.7967142857142857,3,2,2,1
7064,6,1,0.7967142857142857,2,2,0,0
8740,5,1,0.7967142857142857,2,2,0,0
3270,8,2,0.7967142857142857,3,2,1,0
2544,9,2,0.7967142857142857,3,2,1,0
1426,8,2,0.7967142857142857,2,2,1,1
6794,8,2,0.7967142857142857,3,1,0,0
1872,14,4,0.2032857142857143,5,1,1,1
3950,9,2,0.7967142857142857,3,1,0,0
8638,15,4,0.2032857142857143,5,2,2,1
7016,6,1,0.7967142857142857,3,1,0,0
528,8,2,0.7967142857142857,4,1,0,0
7946,18,5,0.2032857142857143,5,2,2,1
7563,8,1,0.7967142857142857,3,2,2,0
3255,6,1,0.7967142857142857,3,1,0,0
221,10,2,0.7967142857142857,2,2,1,1
8257,9,2,0.7967142857142857,3,2,0,0
7255,7,2,0.7967142857142857,3,2,0,0
4939,13,3,0.2032857142857143,5,1,0,0
2603,10,2,0.7967142857142857,3,2,1,1
2847,15,4,0.2032857142857143,5,2,0,1
8595,9,2,0.7967142857142857,2,2,1,1
6662,13,3,0.2032857142857143,4,2,2,0
4943,14,4,0.2032857142857143,4,2,1,0
8161,7,1,0.7967142857142857,2,2,1,0
8977,4,1,0.7967142857142857,2,2,1,0
6055,10,2,0.7967142857142857,2,2,1,0
2392,10,2,0.7967142857142857,5,1,0,0
2956,10,2,0.7967142857142857,3,2,0,0
5197,15,4,0.2032857142857143,4,2,2,1
1984,10,2,0.7967142857142857,3,2,1,1
6672,7,1,0.7967142857142857,2,2,2,0
1555,10,3,0.7967142857142857,4,2,1,0
8159,7,2,0.7967142857142857,2,2,1,0
5697,8,1,0.7967142857142857,4,1,1,0
7466,14,4,0.2032857142857143,5,1,1,1
7169,5,1,0.7967142857142857,1,2,1,0
2629,5,1,0.7967142857142857,2,2,0,0
1678,10,3,0.7967142857142857,3,2,0,1
4402,7,1,0.7967142857142857,2,2,0,0
3035,4,1,0.7967142857142857,2,1,0,0
902,15,5,0.2032857142857143,4,2,0,1
2297,11,3,0.7967142857142857,4,2,0,1
2772,6,1,0.7967142857142857,2,2,1,0
297,10,2,0.7967142857142857,4,2,1,1
7623,15,5,0.2032857142857143,4,2,1,1
58,9,2,0.7967142857142857,4,1,1,0
5830,8,2,0.7967142857142857,3,2,1,0
3036,6,2,0.7967142857142857,3,1,0,0
6975,12,2,0.7967142857142857,4,2,1,1
5642,12,3,0.7967142857142857,4,2,0,0
5286,11,2,0.7967142857142857,2,2,2,1
5403,9,2,0.7967142857142857,3,2,1,0
2604,8,2,0.7967142857142857,3,2,0,0
6164,10,2,0.7967142857142857,4,2,0,0
