row_id,high_eff_min_freq_0.796875,high_eff_scorer_freq_0.5319444444444444,scoring_impact_binning_standard_3,minutes_played_binning_standard_4,eff_times_minutes_binning_standard_3,efficiency_binning_standard_13,target
8785,True,True,False,False,False,False,0
6791,True,True,False,False,False,False,0
1404,True,False,False,False,False,False,1
6005,True,False,False,False,False,False,0
6698,True,True,False,False,False,False,0
7032,True,True,False,False,False,False,0
8463,True,True,False,False,False,False,0
5269,True,True,False,False,False,False,0
7884,True,True,False,False,False,False,0
8218,True,False,False,False,False,False,0
1134,True,False,False,False,False,False,0
3687,True,True,False,False,False,False,0
7558,False,False,False,True,True,False,0
5149,False,False,True,True,True,False,1
423,True,True,False,False,False,False,1
3792,True,True,False,False,False,False,0
951,True,True,False,False,False,False,0
5516,False,False,True,True,False,True,1
2810,True,False,False,False,True,False,0
7605,True,True,False,False,False,False,0
2401,True,True,False,False,False,False,0
8554,True,True,False,False,False,False,0
7620,True,True,False,False,False,False,0
4522,True,True,False,False,False,False,0
8963,True,True,False,False,True,True,1
8722,True,True,False,False,False,False,0
5130,True,True,False,False,False,False,0
7283,True,False,False,True,True,False,1
2645,False,False,True,True,True,False,0
944,True,True,False,True,False,False,0
7572,False,True,False,True,True,False,1
2843,True,True,False,False,False,False,0
5162,False,False,False,False,False,False,1
3975,True,False,False,True,True,False,0
5157,True,False,True,False,True,False,1
2896,True,True,False,False,False,False,0
1834,True,False,True,True,True,False,0
345,True,False,True,False,True,False,1
6231,True,True,False,False,False,False,0
1937,True,False,False,True,True,False,0
8549,True,False,True,False,False,False,1
4403,True,True,False,False,False,False,0
8870,True,True,False,False,False,False,0
7457,True,True,False,False,False,False,0
8984,False,False,True,True,False,True,1
6176,True,True,False,False,False,False,1
6367,True,True,False,False,False,False,1
3784,True,False,False,False,True,False,1
6003,False,True,False,True,True,False,1
436,False,False,False,True,False,False,0
5241,False,False,False,False,False,False,1
6681,True,True,False,False,False,False,0
6434,False,False,False,False,False,False,1
1059,False,False,False,True,True,False,1
8900,True,True,False,False,False,False,0
5710,True,False,False,True,True,False,1
678,True,True,False,True,True,False,1
3136,True,True,False,False,False,False,0
1120,False,False,False,False,False,False,0
2416,True,False,True,True,False,False,1
1873,True,True,False,False,False,False,0
4742,True,True,False,False,False,False,0
3343,True,False,False,False,False,False,1
2118,True,True,False,False,False,False,0
1705,True,False,False,True,True,False,1
2176,True,True,False,False,False,False,0
3328,True,False,True,True,True,True,1
8300,True,True,False,False,False,False,0
6775,True,False,True,True,True,False,1
8564,True,True,False,True,False,False,1
5543,True,True,False,False,False,False,0
5394,True,True,False,False,False,False,0
3345,False,False,False,True,True,False,1
3594,True,True,False,False,False,False,0
6083,True,True,False,False,False,False,0
3359,True,True,False,True,True,False,1
5817,True,True,False,False,False,False,0
8566,True,True,False,False,False,False,0
5261,False,False,True,True,True,False,1
6908,False,False,True,True,False,True,1
3882,True,False,False,False,True,False,0
7142,True,True,False,False,False,False,0
5695,True,False,True,False,True,False,1
2149,True,True,False,False,False,False,0
4570,True,True,False,False,False,False,0
2483,False,False,False,False,False,False,1
633,True,True,False,False,False,False,1
5746,True,True,False,False,False,False,0
3241,True,True,False,True,True,False,1
4236,True,True,False,False,False,False,0
2081,True,False,False,False,False,False,1
4277,True,False,False,False,True,False,0
5260,True,True,False,False,False,False,0
6161,True,True,False,False,False,False,0
2511,True,True,False,False,False,False,0
3694,True,True,False,False,False,False,0
5044,True,True,False,False,False,False,1
1614,True,True,False,True,True,False,1
5076,False,False,True,True,True,True,0
1851,True,True,False,False,False,False,1
6985,True,False,True,True,True,True,1
8776,True,True,False,False,False,False,0
8225,False,False,True,True,True,True,1
6943,True,False,True,True,True,False,1
4006,False,False,True,True,True,False,1
2998,True,True,False,False,False,False,0
7880,True,False,False,False,False,False,1
8350,True,False,False,False,True,False,0
2627,True,True,False,False,False,False,0
4817,True,True,False,False,False,False,0
55,True,True,False,False,False,False,0
4041,True,False,False,False,False,False,0
167,True,True,False,False,False,False,0
3766,True,False,True,False,True,False,1
8514,False,False,True,True,True,True,1
4318,False,False,True,True,False,True,1
2331,True,True,False,False,False,False,0
4181,False,False,False,True,False,False,1
6033,True,True,False,False,False,False,0
2345,False,False,True,False,False,False,1
3020,False,False,False,True,False,False,1
3850,True,False,False,False,True,False,1
1752,True,False,True,False,True,True,0
2705,True,False,False,False,False,False,0
6212,True,True,False,False,False,False,0
180,False,False,True,False,False,False,1
4377,False,False,False,False,False,False,1
8154,True,True,False,False,False,False,0
6419,True,False,False,False,False,False,1
6840,True,True,False,False,False,False,0
1379,True,True,False,False,False,False,0
4186,True,True,False,False,False,False,0
4442,True,True,False,False,False,False,0
8037,True,True,False,False,False,False,1
5790,False,False,False,False,False,False,1
4923,False,False,True,False,False,False,1
8501,True,True,False,False,False,False,0
2904,False,False,False,False,False,False,1
2637,False,False,False,True,False,True,0
3869,True,True,False,False,False,False,1
7103,False,False,True,True,True,False,1
1885,True,True,False,False,False,False,0
901,True,True,False,False,False,False,0
286,True,True,False,False,False,False,0
8983,True,True,False,False,False,False,0
1886,True,False,False,False,False,False,0
5370,True,True,False,False,False,False,0
2157,False,False,True,True,False,False,1
2273,True,False,False,False,False,False,0
3358,True,True,False,False,False,False,0
4350,True,False,False,False,False,False,0
4892,True,True,False,False,False,False,0
4016,True,True,False,False,False,False,0
3861,False,False,False,True,False,True,0
1768,True,True,False,False,False,False,0
831,True,False,False,False,False,False,1
6077,False,False,True,True,False,True,1
7906,True,True,False,False,False,False,0
1858,True,False,True,False,False,False,1
855,True,False,False,False,False,False,0
615,True,True,False,False,False,False,0
6279,True,True,False,False,False,False,0
8003,True,True,False,False,False,False,0
8275,True,True,False,False,False,False,0
2318,True,False,False,True,True,False,0
635,False,False,True,True,False,False,1
214,True,True,False,False,False,False,0
7651,True,False,False,True,True,False,1
787,False,False,True,True,False,False,1
6690,True,False,False,False,True,False,1
5662,False,False,False,True,False,False,0
6893,True,False,False,True,True,False,0
6288,True,True,False,False,False,False,0
5501,True,False,True,False,False,False,1
1479,True,False,True,True,True,False,0
1989,False,False,True,True,False,False,1
325,True,True,False,True,True,False,1
8869,True,True,False,False,False,False,0
8552,True,False,False,True,True,False,1
3636,True,False,False,False,False,False,0
766,True,True,False,True,False,False,0
3275,True,True,False,False,False,False,0
3203,True,True,False,False,False,False,0
1385,True,False,False,False,False,False,1
5994,True,False,True,True,True,False,1
1816,True,True,False,False,False,False,0
8661,False,False,True,True,False,False,1
7175,True,True,False,False,False,False,0
159,False,False,True,True,True,True,0
5580,True,True,False,False,False,False,0
2649,False,False,False,False,False,False,1
4344,True,True,False,False,False,False,1
7004,True,True,False,True,True,False,1
935,True,False,False,False,True,False,0
5812,True,False,True,False,False,False,0
6925,False,False,False,False,False,False,1
7995,True,True,False,False,False,False,0
4988,True,True,False,False,False,False,0
8107,True,True,False,False,False,False,0
6346,False,False,True,True,False,False,1
7698,False,False,False,True,False,False,1
4898,True,True,False,False,False,False,1
8747,True,False,True,False,True,False,1
7278,True,True,False,False,False,False,0
513,False,False,False,False,False,False,1
8591,True,True,False,False,False,False,0
1761,False,False,True,True,False,False,1
7837,True,True,False,False,False,False,0
202,True,True,False,True,True,False,0
8182,True,True,False,False,False,False,0
8531,True,True,False,False,False,False,1
7105,True,False,True,True,True,False,1
3116,True,False,True,False,False,False,1
1580,True,True,False,False,False,False,0
7478,True,False,True,True,True,False,1
1256,True,True,False,False,False,False,0
1409,False,False,True,True,True,True,1
5783,True,True,False,False,False,False,1
8985,True,True,False,False,False,False,0
1204,True,True,False,False,False,False,0
918,True,False,False,False,True,False,0
1348,True,True,False,False,True,False,1
8307,True,True,False,True,False,False,0
205,True,True,False,False,False,False,1
8386,True,True,False,False,False,False,0
1960,True,False,False,False,False,False,0
4730,True,True,False,False,False,False,0
6272,True,False,False,True,True,False,0
507,True,True,False,False,False,False,0
3231,False,True,False,True,True,True,1
7330,True,False,False,False,False,False,1
5405,True,True,False,False,False,False,0
1978,True,True,False,True,True,False,1
7886,True,True,False,False,False,False,0
7058,False,False,True,True,True,True,1
4896,True,True,False,False,False,False,1
7417,True,False,True,False,False,True,0
6147,True,True,False,False,False,False,0
8890,False,False,True,True,True,True,1
5094,False,False,False,False,False,False,1
1224,False,False,False,False,False,False,1
712,True,True,False,False,False,False,0
7189,False,False,True,True,False,False,1
6828,True,True,False,False,False,False,0
400,True,True,False,False,False,False,0
5136,True,False,False,True,False,False,1
330,True,True,False,False,False,False,0
407,True,True,False,False,False,False,0
4480,False,False,True,True,True,True,1
7779,True,False,False,True,True,False,0
1156,True,True,False,False,False,False,0
8276,True,False,False,False,False,False,0
3067,True,True,False,False,False,False,0
5001,True,True,False,False,False,False,0
1868,True,True,False,False,False,False,0
7052,True,True,False,False,False,False,1
7020,True,True,False,True,True,False,0
6540,True,True,False,False,False,False,0
3265,True,True,False,False,False,False,0
627,True,False,True,True,True,False,0
4844,True,False,False,False,False,False,1
3391,True,False,True,False,False,False,1
2290,True,True,False,False,False,False,0
261,False,False,False,True,False,False,1
2571,True,False,True,False,False,False,1
6068,True,False,False,False,False,False,0
1670,True,True,False,False,False,False,0
6667,True,True,False,False,False,False,0
381,True,True,False,False,True,False,1
6804,True,False,False,True,True,False,0
8666,False,False,False,False,False,False,1
4977,True,True,False,False,False,False,0
2369,True,True,False,False,False,False,0
1118,False,False,False,True,False,False,1
6493,True,True,False,True,True,False,0
7822,True,True,False,False,False,False,1
8091,True,False,True,False,False,True,0
2657,True,True,False,True,True,False,1
7933,True,False,False,True,True,False,1
2266,True,False,True,False,True,False,1
6615,True,True,False,False,False,False,0
5150,True,True,False,False,False,False,1
6515,True,True,False,False,False,False,0
5839,False,False,False,True,False,False,1
3080,False,False,False,True,False,False,1
6088,False,False,False,False,False,False,1
8558,True,False,False,False,True,False,0
7056,True,False,True,True,True,True,1
1160,True,True,False,False,False,False,0
3990,True,True,False,False,False,False,0
4054,True,True,False,False,False,False,0
7059,False,False,False,False,False,False,1
7430,True,True,False,False,False,False,0
119,True,False,False,False,False,False,1
144,True,True,False,False,False,False,0
8601,True,True,False,False,False,False,0
2635,True,True,False,False,False,False,1
6964,True,True,False,False,False,False,1
3515,False,False,False,False,False,False,1
7890,True,False,False,True,True,False,1
6589,False,False,False,True,True,False,0
6085,True,False,True,True,True,False,1
2812,False,False,False,False,False,False,1
3096,True,True,False,False,False,False,1
1007,True,True,False,True,False,False,0
4917,True,False,True,True,True,False,0
4985,False,False,True,True,True,False,1
6462,True,True,False,False,True,False,1
5074,True,True,False,False,False,False,0
8401,True,False,False,True,True,False,0
6093,True,False,False,True,True,False,1
8578,True,True,False,False,False,False,0
8309,True,True,False,False,False,False,0
4071,True,True,False,False,False,False,0
6669,False,False,False,False,False,False,1
8548,True,True,False,False,False,False,0
4418,True,True,False,False,False,False,0
6479,False,False,False,False,False,False,1
3692,True,True,False,False,False,False,0
1518,False,False,False,True,False,False,1
2102,True,True,False,False,False,False,0
5142,False,False,True,True,False,False,1
481,True,True,False,False,False,False,0
1108,True,False,True,False,False,True,1
1471,True,True,False,False,False,False,0
8280,True,True,False,False,False,False,0
6924,False,False,True,True,True,False,1
2670,False,False,False,False,False,False,1
1977,True,False,False,False,True,False,0
7302,True,True,False,False,False,False,0
1932,False,False,True,True,False,False,1
7340,True,True,False,False,False,False,0
8974,False,False,False,False,False,False,1
542,True,False,True,False,False,False,1
2676,True,True,False,False,False,False,1
2316,True,True,False,False,False,False,0
7353,True,True,False,False,False,False,0
6524,True,False,True,True,True,False,0
3287,True,True,False,False,False,False,0
8969,True,True,False,False,False,False,0
4719,True,True,False,False,False,False,0
6819,True,False,False,False,False,False,0
8682,True,True,False,False,False,False,0
6225,True,False,False,False,False,False,1
6060,True,True,False,False,False,False,0
8093,False,False,False,True,False,True,1
5477,True,True,False,False,False,False,0
6309,False,False,False,False,False,False,1
8996,True,True,False,True,True,False,1
7601,True,True,False,True,False,False,0
8199,True,True,False,False,False,False,0
2804,True,False,True,False,False,False,0
2258,True,True,False,False,False,False,0
5966,True,True,False,False,False,False,0
7935,True,True,False,False,False,False,0
4699,True,True,False,False,True,False,1
6928,False,False,True,True,False,True,1
6645,True,True,False,False,False,False,0
212,True,False,True,False,False,False,1
1115,True,True,False,False,False,False,0
142,True,True,False,False,False,False,0
8693,True,False,False,False,True,False,1
444,True,False,True,True,True,False,0
5285,True,True,False,False,False,False,0
730,True,False,True,False,True,True,1
2467,True,True,False,False,False,False,0
6280,True,True,False,True,False,False,1
3954,True,False,True,False,False,True,0
4430,True,False,False,True,True,False,1
2618,True,False,True,False,False,False,0
6746,True,False,True,False,False,True,0
5113,True,True,False,False,False,False,0
2205,True,True,False,False,False,False,0
7244,True,True,False,False,False,False,0
1912,True,True,False,False,True,False,1
6937,False,False,True,True,False,True,0
1743,True,True,False,False,False,False,0
8069,True,True,False,False,False,False,0
7187,False,False,True,True,False,True,1
4722,True,True,False,False,False,False,0
4489,True,True,False,False,False,False,1
2815,True,True,False,True,True,False,0
4231,True,True,False,False,False,False,0
1477,True,True,False,False,False,False,0
5722,True,True,False,False,False,False,0
2341,True,True,False,False,False,False,0
814,True,True,False,False,False,False,1
8354,True,False,False,True,False,True,0
8737,False,False,True,True,True,True,1
1389,True,True,False,False,False,False,0
5696,True,True,False,False,False,False,0
401,True,True,False,False,False,False,0
7855,False,False,False,False,False,False,1
8016,True,True,False,True,True,False,1
5105,True,True,False,False,False,False,0
8098,True,True,False,False,False,False,0
6862,True,False,True,True,True,False,0
1902,True,True,False,False,False,False,0
7305,False,False,True,True,False,False,1
6443,False,False,True,True,True,False,1
4019,True,True,False,False,False,False,1
2365,True,False,False,False,False,False,1
1704,True,True,False,True,False,False,0
5132,False,True,False,True,True,True,1
1599,True,True,False,False,False,False,0
8924,True,False,False,False,False,False,0
3198,True,False,True,False,False,False,1
7455,True,False,True,True,True,False,1
6952,True,True,False,False,False,False,0
2591,True,True,False,False,False,False,0
5343,True,False,True,False,True,False,1
4155,False,False,False,False,False,False,1
2138,True,False,True,False,True,False,1
6352,True,True,False,False,False,False,0
5963,True,False,True,False,False,False,0
3036,True,True,False,False,False,False,0
5638,True,False,False,False,False,False,1
2550,True,True,False,False,False,False,0
5980,True,True,False,False,False,False,0
5511,True,True,False,False,False,False,1
2229,True,True,False,False,False,False,0
875,True,True,False,False,False,False,0
5334,True,False,False,False,False,False,0
4049,True,False,True,True,True,False,0
5033,True,True,False,False,False,False,0
7756,True,False,True,True,True,False,1
3467,False,False,True,True,True,True,1
7751,True,True,False,False,False,False,0
8814,True,True,False,False,False,False,1
6029,True,True,False,False,False,False,0
1014,False,False,False,False,False,False,1
3335,True,False,False,True,False,False,1
1925,True,False,True,True,True,False,1
8760,True,True,False,False,False,False,0
5456,True,True,False,False,False,False,0
5223,True,True,False,False,False,False,0
3179,True,True,False,True,True,False,1
6327,False,False,False,True,False,False,1
4809,False,False,False,False,False,False,1
254,True,True,False,False,False,False,1
7967,True,True,False,False,False,False,0
8628,True,True,False,False,False,False,0
7722,True,False,False,True,True,False,0
1778,True,False,True,False,False,False,0
7661,True,True,False,False,False,False,0
4645,True,True,False,False,False,False,0
3238,True,True,False,True,False,False,0
710,True,True,False,False,False,False,0
5485,True,False,False,False,True,False,0
8510,True,False,True,True,True,False,0
6902,True,False,True,True,True,True,1
8353,False,False,False,True,False,False,1
4931,True,True,False,False,False,False,0
4926,False,False,False,True,False,False,1
362,True,False,False,False,False,False,0
4461,True,True,False,False,False,False,0
1225,False,False,False,False,False,False,1
7957,True,True,False,False,False,False,0
1472,True,False,False,False,False,False,0
3811,True,True,False,False,False,False,0
4283,True,True,False,False,False,False,0
3945,False,False,False,False,False,False,1
4414,True,False,False,False,False,False,1
7389,False,True,False,True,True,True,1
8970,True,False,False,True,True,False,0
4689,True,True,False,False,False,False,0
8493,False,False,False,False,False,False,1
8370,True,True,False,False,False,False,0
6048,True,True,False,False,False,False,0
6849,True,False,True,True,True,False,0
3087,True,False,True,True,False,False,0
3175,True,True,False,False,False,False,0
1934,True,False,True,False,True,True,1
5252,True,True,False,False,False,False,1
1685,True,True,False,False,False,False,0
7207,True,True,False,False,False,False,0
2593,True,False,True,False,True,True,1
8687,False,False,True,True,True,True,0
1549,False,False,False,True,False,False,1
7878,True,False,True,False,False,True,1
2601,False,False,False,False,False,False,1
4560,True,True,False,False,False,False,0
6055,True,True,False,False,False,False,0
6599,False,False,True,False,False,False,1
1147,True,True,False,False,False,False,0
6532,True,True,False,False,False,False,0
1208,True,False,True,False,False,False,1
390,True,True,False,False,False,False,0
2220,False,False,True,True,True,True,1
6324,False,False,True,True,True,True,1
5035,True,False,False,False,False,False,0
3528,True,True,False,False,False,False,1
8290,True,False,False,True,True,False,0
7614,True,True,False,False,True,False,1
3294,False,False,True,True,True,True,0
7575,True,False,False,True,True,False,0
785,True,True,False,False,False,False,0
4315,True,False,False,True,True,False,0
6543,True,True,False,False,False,False,0
8209,False,False,True,True,False,False,1
7893,True,True,False,False,False,False,0
8630,False,False,True,True,False,False,1
5233,False,False,True,False,False,False,1
3535,False,False,False,False,False,False,1
6172,True,True,False,False,True,False,1
2991,True,True,False,False,False,False,0
8551,True,True,False,False,False,False,0
2147,True,False,True,False,False,False,1
8725,False,False,True,True,False,False,0
6185,True,True,False,False,False,False,0
4969,True,True,False,True,False,False,0
1586,True,False,False,False,False,False,0
8953,False,False,True,True,False,False,1
3509,True,True,False,False,False,False,0
4922,True,True,False,False,False,False,0
449,True,False,True,True,True,False,0
5234,True,True,False,False,False,False,0
4937,True,True,False,False,False,False,0
4747,True,False,False,False,False,False,1
1605,True,True,False,False,False,False,1
410,True,False,True,False,True,False,1
5396,False,False,True,True,False,False,1
3416,True,True,False,False,False,False,0
8145,True,True,False,False,False,False,0
7949,True,True,False,False,False,False,0
801,True,True,False,False,False,False,0
6516,True,True,False,False,False,False,0
2227,False,False,True,True,True,False,1
4659,True,False,False,True,False,False,1
8262,False,False,False,True,False,False,0
5854,False,False,True,True,False,False,1
1939,False,False,False,False,False,False,1
2171,False,False,False,True,False,False,1
1572,True,True,False,False,False,False,0
7727,True,True,False,False,False,False,0
6127,True,True,False,False,False,False,0
8422,True,True,False,True,False,False,0
4269,True,True,False,False,False,False,1
5159,True,False,False,False,False,False,1
6010,True,True,False,False,False,False,0
8529,True,True,False,False,False,False,0
3813,True,True,False,True,True,False,0
1233,True,True,False,False,False,False,1
4879,False,False,True,True,False,True,1
7758,False,False,False,False,False,False,1
3193,True,False,True,False,False,False,0
3233,True,True,False,False,False,False,0
5507,True,False,False,False,False,True,1
1030,True,False,False,True,True,False,0
2283,True,True,False,False,False,False,0
6708,True,True,False,False,False,False,1
1611,True,True,False,True,False,False,0
7438,True,True,False,False,False,False,0
1132,True,True,False,False,False,False,0
5081,True,False,False,False,True,False,0
8506,True,False,True,False,False,False,1
2052,True,True,False,False,False,False,0
8376,True,True,False,False,False,False,0
5807,True,False,False,False,True,False,0
7555,True,True,False,False,False,False,0
7166,False,False,False,True,False,False,1
3412,True,False,True,False,False,False,0
8349,False,False,True,True,True,False,1
2753,True,True,False,True,False,False,0
8095,True,True,False,False,False,False,0
8605,False,True,False,True,True,True,1
1680,True,True,False,False,False,False,0
6851,True,True,False,False,False,False,0
5282,True,True,False,True,True,False,1
1272,True,True,False,False,False,False,0
7637,True,True,False,False,False,False,0
7923,False,False,True,True,False,False,1
2599,True,True,False,False,False,False,0
1787,False,False,True,True,False,False,1
6228,True,True,False,False,False,False,0
2797,True,True,False,False,True,False,1
1451,True,True,False,False,False,False,0
828,True,True,False,False,False,False,0
1757,True,False,True,False,False,True,1
5231,True,False,True,True,False,True,1
8420,True,False,False,True,True,False,0
2695,True,False,False,False,False,False,0
5199,True,True,False,False,False,False,0
8381,True,False,False,True,True,False,1
6777,True,True,False,False,False,False,0
1155,True,True,False,False,False,False,0
6930,False,False,False,False,False,False,1
8285,True,True,False,False,False,False,0
4814,True,False,True,False,True,True,1
285,True,False,False,True,True,False,1
6625,True,True,False,False,False,False,0
6598,True,True,False,False,False,False,0
5243,True,False,True,True,True,False,1
5137,False,False,True,True,False,False,1
2479,True,False,False,False,False,False,0
5333,True,True,False,False,False,False,0
6213,False,False,True,True,True,False,1
537,True,False,False,False,False,False,0
4992,True,True,False,False,False,False,0
5968,True,False,False,True,True,False,0
2265,False,False,False,False,False,False,1
8658,True,False,True,False,False,False,1
4675,True,True,False,False,False,False,0
6100,True,True,False,False,False,False,0
48,True,False,True,False,False,False,1
3844,True,True,False,True,False,False,0
6631,False,False,False,False,False,False,1
7350,True,False,True,False,False,True,1
8503,True,False,True,True,True,False,1
4611,True,True,False,False,False,False,0
2874,True,True,False,False,False,False,0
2409,True,True,False,False,False,False,0
5460,True,True,False,False,False,False,0
5650,True,False,True,False,True,False,1
2569,True,False,False,True,True,False,0
5512,True,True,False,False,False,False,0
8780,False,False,True,True,True,False,0
5641,True,False,True,False,False,False,0
3892,True,True,False,False,False,False,0
919,True,True,False,False,False,False,0
7521,True,True,False,False,False,False,0
8271,True,False,True,False,True,False,0
7267,False,False,False,False,False,False,1
3525,True,False,True,True,True,False,1
957,True,False,True,False,False,True,0
8938,False,False,True,True,False,False,1
8403,True,False,True,False,False,False,0
8912,True,True,False,False,False,False,0
7323,True,True,False,False,False,False,0
5815,True,True,False,False,False,False,0
8434,True,True,False,False,False,False,0
3514,True,False,False,False,False,False,1
4253,True,True,False,False,False,False,0
5554,True,True,False,False,False,False,0
3879,True,False,True,True,True,False,0
8811,True,True,False,False,False,False,0
6501,True,True,False,False,False,False,0
2975,False,True,False,True,False,False,1
4488,True,True,False,False,False,False,0
1046,False,False,False,False,False,False,1
3444,True,False,False,False,False,False,0
5772,True,True,False,False,False,False,0
2884,True,True,False,False,False,False,0
6362,True,True,False,False,True,False,1
3386,True,False,True,True,True,False,1
2943,True,True,False,False,False,False,0
3371,True,True,False,False,False,False,0
2733,False,False,False,True,True,False,1
2619,True,True,False,False,False,False,1
8419,True,True,False,False,False,False,0
8636,False,False,True,True,False,False,1
4482,True,True,False,False,False,False,0
699,False,False,False,True,True,False,0
8163,False,False,False,True,False,False,1
4005,False,False,True,True,True,False,1
8337,False,False,True,True,False,False,1
7191,True,True,False,False,False,False,0
7595,True,False,False,True,True,False,0
8756,True,False,False,True,True,False,0
1790,True,True,False,False,False,False,0
465,True,True,False,False,False,False,1
8587,False,False,True,True,False,False,1
1854,False,False,True,True,False,True,1
6024,True,True,False,False,False,False,0
5218,True,True,False,False,False,False,0
8676,True,True,False,False,False,False,0
7346,True,False,False,True,True,False,1
8592,True,True,False,False,False,False,1
2351,True,True,False,False,True,False,0
4098,True,False,True,False,True,True,1
7643,True,False,False,False,False,False,0
4153,False,False,True,True,False,False,1
6114,True,True,False,False,False,False,0
2922,True,False,True,True,True,False,1
8684,True,True,False,True,False,False,0
1726,True,True,False,False,False,False,0
1474,True,True,False,False,False,False,0
3976,True,True,False,False,False,False,0
3378,False,False,False,False,False,False,1
3035,True,True,False,False,False,False,0
7228,False,False,True,True,True,False,0
4385,True,True,False,False,False,False,1
997,True,False,False,False,False,False,0
965,True,True,False,False,False,False,1
7383,False,False,False,True,False,False,1
5923,True,False,False,False,False,False,0
1896,True,True,False,False,False,False,0
3928,True,False,False,False,False,False,1
8421,True,True,False,False,False,False,0
5404,False,False,True,True,True,True,1
1590,True,False,True,False,False,False,1
5771,True,True,False,True,True,False,0
3953,True,True,False,False,False,False,0
2911,True,False,True,True,True,False,0
6205,True,False,False,True,True,False,0
1406,True,True,False,False,False,False,1
5303,False,False,True,True,False,True,0
455,True,True,False,False,False,False,0
4610,True,True,False,True,True,False,0
453,True,False,True,True,True,False,0
5735,True,False,False,True,True,False,0
6887,False,False,True,True,True,False,0
2835,False,False,False,True,False,False,1
7970,True,True,False,False,False,False,0
725,True,False,True,False,False,False,0
4143,False,False,False,False,False,False,1
758,True,True,False,False,False,False,0
8258,True,False,False,False,False,False,0
1356,False,False,False,False,False,False,1
1448,True,False,True,False,True,False,0
3142,True,True,False,False,False,False,0
726,True,False,False,False,True,False,1
7531,False,False,True,True,True,True,1
5890,True,True,False,False,False,False,0
6285,True,False,True,False,False,False,1
1554,False,False,True,True,True,True,0
881,True,False,False,False,False,False,1
2936,True,False,False,True,True,False,0
5570,True,True,False,False,False,False,0
1822,False,False,True,True,True,False,0
3108,True,True,False,False,False,False,0
5667,True,True,False,False,False,False,0
3829,False,False,True,True,False,True,1
606,True,True,False,False,False,False,0
3487,True,True,False,False,False,False,0
4872,True,True,False,False,True,False,0
1573,False,False,False,False,False,False,1
421,True,True,False,False,False,False,0
220,True,False,True,False,False,False,1
3046,True,False,False,True,True,False,0
2380,True,False,True,False,True,True,1
5843,True,False,False,True,True,False,0
5479,False,False,False,False,False,False,0
7459,True,True,False,False,False,False,0
3494,True,True,False,True,True,False,0
1997,True,False,False,False,True,False,0
1690,True,True,False,False,False,False,0
