row_id,high_eff_min_freq_0.7963888888888889,high_eff_scorer_freq_0.5361111111111111,eff_times_minutes_binning_quantile_6,assists_binning_quantile_4,rebounds_binning_quantile_7,eff_times_minutes_binning_quantile_4,target
806,True,True,False,False,True,False,0
7107,True,False,True,False,True,False,1
2320,True,True,False,False,False,False,0
7852,True,True,False,False,False,False,1
7935,True,True,False,False,False,False,0
3982,True,False,False,True,False,False,1
1243,True,False,False,False,False,False,0
5595,True,True,False,False,False,False,0
4483,False,False,True,False,False,False,1
548,True,True,False,False,False,False,0
27,False,False,True,False,True,False,1
3882,True,False,False,False,True,True,0
2881,True,False,False,False,True,False,0
4349,True,True,False,False,False,False,0
1303,True,True,False,False,False,False,0
5246,True,False,False,False,False,False,1
6790,True,True,False,False,False,False,0
1222,True,True,False,False,False,False,0
7713,True,True,False,True,False,False,0
438,False,True,True,False,True,False,1
5850,False,False,False,True,False,False,1
3103,True,False,False,False,False,False,0
6022,False,False,True,True,False,False,1
6175,False,False,True,False,True,False,1
3405,True,True,False,False,False,False,0
6171,True,False,False,False,True,False,1
6999,True,True,False,False,False,False,0
3026,False,False,True,False,False,False,1
327,True,True,False,False,False,False,0
1040,True,True,False,False,False,False,0
4280,True,True,False,False,False,False,0
6756,True,False,False,True,False,False,0
1871,True,False,True,True,False,False,1
5689,True,True,False,True,False,False,0
535,True,True,False,False,False,False,1
8677,True,True,False,False,False,True,0
586,False,False,True,False,False,False,1
8922,True,True,False,True,False,False,0
1704,True,True,False,False,False,True,0
6540,True,True,False,False,False,False,0
4488,True,True,False,False,False,False,0
492,True,False,False,False,False,False,1
5285,True,True,False,False,False,False,0
6704,True,False,False,True,False,True,1
3618,True,True,False,False,False,False,0
3996,False,False,False,False,True,False,0
3515,False,False,True,False,False,False,1
6489,True,True,False,False,False,False,0
1917,True,True,False,False,False,False,0
3890,True,True,False,False,False,False,0
8423,True,True,False,False,False,False,0
7853,True,False,False,False,False,False,0
3045,True,False,False,False,False,False,1
3756,True,True,False,False,False,False,0
8081,True,False,False,False,False,False,1
398,False,False,False,False,False,False,0
1318,True,True,False,False,False,False,1
5355,True,True,False,False,False,False,0
122,True,True,False,False,False,False,0
2580,True,True,False,False,False,False,0
1567,True,False,False,False,False,True,1
1985,True,False,True,False,True,False,1
4036,False,False,False,True,False,False,1
2174,True,True,False,True,False,False,1
7706,True,True,False,False,False,False,0
7260,True,True,False,False,False,False,0
574,True,True,False,False,False,False,0
8785,True,True,False,False,False,False,0
8123,True,True,False,True,False,False,0
8738,True,False,False,False,False,True,0
3046,True,False,False,False,False,True,0
1408,False,False,False,True,False,False,1
536,True,True,False,False,False,False,0
5556,True,True,False,False,False,False,0
5988,True,False,False,True,False,False,1
1435,True,False,False,True,False,False,0
7059,False,False,True,True,False,False,1
1868,True,True,False,False,False,False,0
1455,True,True,False,True,False,True,1
8523,False,False,True,True,True,False,1
8868,True,True,False,False,False,False,0
1821,True,True,False,False,True,False,1
52,True,True,False,False,True,False,1
4604,True,True,False,False,False,False,0
6526,False,False,True,True,False,False,1
470,True,False,False,False,True,True,0
4719,True,True,False,True,False,False,0
3182,True,True,False,False,False,False,0
5618,True,True,False,False,False,False,0
2863,True,False,False,False,False,False,0
1859,True,True,False,False,False,False,0
7378,False,False,False,False,False,True,1
866,True,True,False,False,False,False,0
5804,True,False,False,False,False,True,0
3838,True,False,False,False,False,False,1
2599,True,True,False,False,False,False,0
8945,True,False,True,False,False,False,1
4374,True,False,False,False,False,False,1
426,True,False,False,True,False,False,0
189,True,False,True,True,False,False,1
4535,False,False,True,False,False,False,1
4996,True,False,False,False,False,True,1
229,True,True,False,False,False,False,1
2716,True,True,False,True,False,False,0
1042,True,True,False,False,False,False,0
3551,True,True,False,False,False,False,0
2689,True,False,False,False,False,False,0
8442,True,True,False,False,False,False,0
1906,True,False,False,False,False,True,0
7770,True,True,False,False,False,False,1
802,True,False,False,False,False,True,0
1488,True,False,False,False,False,True,0
8679,False,False,True,False,False,False,1
1129,True,True,False,False,False,False,0
7286,True,True,False,False,False,False,0
2209,True,False,False,False,False,False,0
4230,True,True,False,False,False,False,1
7813,True,True,False,True,False,False,0
5138,False,False,False,True,False,False,0
3115,True,True,False,True,False,False,1
5008,False,False,False,False,True,False,1
8636,False,False,True,False,True,False,1
2145,True,False,False,True,False,False,1
5954,True,True,False,False,False,False,0
1633,False,False,True,False,True,False,1
6670,False,False,True,True,False,False,1
4011,True,False,False,True,False,True,1
157,True,True,False,False,False,False,0
2421,True,True,False,False,True,True,0
6361,True,True,False,True,False,False,0
3214,True,False,False,False,True,False,1
2771,True,True,False,True,False,False,0
4443,True,True,False,False,True,False,1
5565,False,False,True,True,False,False,1
6278,True,True,False,False,False,False,0
6393,True,False,False,True,False,True,1
3917,True,True,False,False,False,False,0
2808,False,False,True,False,True,False,1
4342,False,False,True,False,True,False,1
3025,True,True,False,True,False,False,1
2730,True,False,False,False,True,False,1
3210,True,True,False,False,False,True,0
6607,True,False,False,False,False,False,1
848,True,True,False,False,False,False,0
7518,False,False,True,True,False,False,0
8749,True,True,False,False,True,True,0
757,True,False,True,True,False,False,1
8708,True,True,False,False,False,False,0
5230,False,False,False,False,True,False,1
2813,True,False,True,False,False,False,1
8913,True,True,False,False,False,True,0
2062,True,False,False,False,False,False,0
550,True,False,False,False,False,False,0
7629,True,False,False,False,False,True,0
7620,True,True,False,False,False,False,0
7982,True,True,False,False,False,False,0
4059,False,False,True,True,False,False,1
3694,True,True,False,False,False,True,0
1260,True,True,False,False,False,False,0
6333,True,True,False,False,False,False,0
5297,True,True,False,False,False,True,1
7508,False,False,True,False,False,False,1
1025,True,True,False,False,False,False,0
753,True,True,False,False,False,False,0
4626,True,True,False,True,False,False,0
3400,False,False,False,False,False,False,1
1952,True,True,False,False,False,False,0
7545,False,False,True,True,False,False,0
352,False,False,False,True,False,False,1
1512,True,True,False,False,False,False,0
6608,True,False,False,False,False,True,1
3155,True,False,False,False,False,False,1
3528,True,True,False,True,False,True,1
702,False,False,True,False,False,False,1
2587,True,True,False,False,False,False,0
3430,True,True,False,False,False,False,0
562,True,False,False,False,False,False,1
2319,True,False,False,False,False,True,0
2459,True,True,False,False,False,False,0
5113,True,True,False,False,False,False,0
8028,True,True,False,False,False,False,0
6244,False,False,False,True,False,False,1
2645,False,False,False,False,False,False,0
1048,True,False,False,True,False,True,0
7087,True,False,True,False,False,False,1
415,False,False,False,True,False,False,1
3529,True,True,False,False,False,True,0
8570,True,False,False,False,True,True,0
3444,True,False,False,False,False,False,0
3379,True,False,False,False,False,True,0
5921,False,False,True,False,False,False,1
1470,True,True,False,True,False,False,0
7204,True,True,False,False,False,False,0
4171,True,True,False,False,False,False,1
7542,True,True,False,False,False,False,0
6554,True,True,False,False,False,False,0
1584,False,True,False,False,True,False,1
1413,True,True,False,False,True,True,0
6154,True,False,False,False,True,True,1
5810,True,True,False,False,False,False,0
1723,True,True,False,False,False,False,0
2918,False,False,False,True,False,False,0
4356,True,True,False,False,False,False,0
1508,True,False,False,False,False,False,1
6072,True,True,False,False,False,False,0
8204,True,True,False,False,False,False,0
1322,True,True,False,True,False,False,0
843,True,True,False,False,False,False,0
1147,True,True,False,False,False,False,0
5068,True,True,False,False,False,False,0
8044,False,False,True,False,True,False,1
464,True,False,False,True,False,False,1
3943,True,True,False,False,False,False,0
2550,True,True,False,False,False,False,0
6030,True,True,False,False,False,False,0
8509,True,False,False,False,False,False,0
7243,True,True,False,False,False,False,0
7768,False,False,True,True,False,False,1
4076,True,False,False,False,False,False,0
379,False,False,True,True,False,False,1
6616,True,True,False,False,False,False,0
1336,True,False,False,True,False,True,1
1224,False,False,True,False,True,False,1
6859,True,True,False,False,True,True,1
3000,False,False,True,False,True,False,0
4049,True,False,False,True,False,True,0
7063,True,True,False,False,False,False,0
1812,True,False,False,True,False,False,1
3334,True,False,False,True,False,False,0
3945,False,False,True,False,True,False,1
3333,False,False,False,True,False,False,1
1895,False,False,True,True,False,False,1
5351,True,False,False,True,False,False,0
3481,True,True,False,True,False,False,1
5304,True,True,False,False,False,False,0
4081,True,True,False,False,False,False,0
6061,False,False,True,False,True,False,1
5460,True,True,False,False,False,False,0
1190,True,True,False,False,False,False,0
6612,True,True,False,False,False,False,0
899,True,True,False,False,False,False,0
5493,True,True,False,False,False,False,0
4249,False,False,True,True,False,False,1
2886,False,False,True,True,False,False,1
2532,False,False,True,False,False,False,1
8959,True,True,False,False,False,False,0
8346,True,True,False,False,True,False,0
8920,False,False,True,False,False,False,1
7949,True,True,False,False,False,False,0
5458,True,True,False,False,False,False,0
4650,True,True,False,False,True,False,0
1031,True,True,False,False,True,True,0
3423,True,True,False,False,False,False,0
6226,False,False,True,False,False,False,1
4954,True,True,False,False,False,False,0
7712,True,True,False,True,False,False,0
1756,False,False,True,False,True,False,1
8921,True,True,False,False,False,False,0
232,True,False,False,False,False,False,0
6136,True,False,False,False,False,False,1
4804,True,True,False,False,False,False,0
6770,True,False,False,False,False,False,1
4731,False,False,True,False,True,False,1
3536,True,False,False,False,False,False,0
4902,False,False,True,True,False,False,1
2318,True,False,False,False,False,True,0
4776,True,True,False,False,False,False,0
1516,True,False,False,False,False,True,0
217,False,False,False,False,False,False,1
8096,False,False,False,True,False,False,1
2264,False,False,True,True,False,False,1
7607,True,False,False,False,False,False,1
2767,True,False,False,False,False,True,0
4014,True,True,False,False,False,False,0
894,True,True,False,False,False,False,0
2909,True,True,False,False,False,False,0
1851,True,True,False,False,False,True,1
6323,False,False,True,False,False,False,1
6952,True,True,False,False,False,False,0
325,True,True,False,False,True,False,1
1216,True,True,False,False,False,False,0
5545,True,False,True,False,False,False,1
4971,True,False,False,False,False,True,1
1130,True,True,False,False,False,False,0
6320,True,True,False,False,False,False,0
7666,True,True,False,False,False,False,0
7430,True,True,False,False,False,False,0
209,True,True,False,False,False,False,0
4103,False,False,True,False,True,False,1
799,True,False,True,False,True,False,1
8177,True,False,False,True,False,True,1
735,True,False,False,False,True,False,1
2754,True,False,False,True,False,True,0
2761,True,True,False,False,False,False,0
1175,True,True,False,False,False,False,0
6880,True,False,False,True,False,False,1
7034,True,True,False,False,False,False,0
1832,True,False,False,False,False,False,1
6427,True,True,False,False,False,True,1
7867,True,False,False,True,False,False,1
6348,True,False,False,True,False,True,1
3335,True,False,False,False,False,True,1
199,True,True,False,False,False,False,0
3887,True,True,False,False,False,False,0
4585,True,True,False,False,True,False,1
1098,True,True,False,False,False,True,0
549,True,True,False,True,False,True,1
2993,True,True,False,False,False,False,0
2946,False,False,True,False,False,False,1
8643,True,False,False,False,False,False,0
6831,True,False,False,False,False,True,1
2315,True,True,False,True,False,False,1
5363,True,False,False,False,False,True,0
6512,True,True,False,False,False,False,0
8322,True,True,False,False,False,False,0
2511,True,True,False,False,False,False,0
6604,False,False,True,True,False,False,1
6327,False,False,True,False,False,False,1
617,True,True,False,False,False,False,0
1119,True,False,True,True,False,False,1
938,True,True,False,False,False,False,0
623,True,True,False,False,False,False,0
6724,True,True,False,False,False,False,0
8186,True,True,False,False,False,False,0
3946,True,False,True,False,False,False,1
7751,True,True,False,False,False,False,0
5170,True,False,False,True,False,False,1
2933,True,False,False,False,False,False,1
5169,True,True,False,False,False,False,1
8412,True,True,False,False,False,False,0
3438,True,True,False,False,False,False,1
2202,True,True,False,False,False,True,1
1161,True,True,False,False,True,False,0
6568,True,False,False,False,False,True,0
8722,True,True,False,False,False,False,0
8821,True,True,False,False,False,False,0
7153,True,True,False,True,False,False,0
479,True,False,False,False,False,True,0
1353,True,True,False,False,False,False,0
8629,True,False,False,False,True,False,1
6247,True,False,False,False,False,False,0
7037,True,True,False,False,False,False,0
7395,True,False,False,False,False,True,0
4128,True,True,False,False,False,True,1
1034,False,False,False,False,False,False,0
4005,False,False,False,False,True,False,1
3970,True,True,False,True,False,False,0
3468,True,False,False,False,False,True,0
3378,False,False,True,True,True,False,1
3133,True,True,False,False,False,True,1
7064,True,True,False,True,False,False,0
8740,True,True,False,False,False,False,0
3270,True,True,False,False,False,False,0
2544,True,True,False,False,False,False,0
1426,True,True,False,True,False,False,1
6794,True,True,False,False,False,False,0
1872,False,False,True,False,False,False,1
3950,True,True,False,False,False,False,0
8638,False,False,True,False,True,False,1
7016,True,True,False,False,False,False,0
528,True,True,False,False,False,True,0
7946,False,False,True,False,False,False,1
7563,True,True,False,False,False,False,0
3255,True,True,False,False,False,False,0
221,True,True,False,False,True,False,1
8257,True,True,False,False,False,False,0
7255,True,True,False,False,False,False,0
4939,False,False,False,False,False,False,0
2603,True,False,False,False,True,True,1
2847,False,False,True,False,False,False,1
8595,True,True,False,False,True,False,1
6662,False,False,False,True,False,False,0
4943,False,False,False,False,True,False,0
8161,True,True,False,False,False,False,0
8977,True,True,False,False,False,False,0
6055,True,True,False,True,False,False,0
2392,True,False,False,False,False,True,0
2956,True,True,False,False,False,False,0
5197,False,False,True,True,True,False,1
1984,True,True,False,False,False,False,1
6672,True,True,False,False,False,False,0
1555,True,False,False,False,False,True,0
8159,True,True,False,False,False,False,0
5697,True,True,False,False,False,False,0
7466,False,False,True,True,False,False,1
7169,True,True,False,False,False,False,0
2629,True,True,False,False,False,False,0
1678,True,True,False,False,False,True,1
4402,True,True,False,False,False,False,0
3035,True,True,False,False,False,False,0
902,False,False,True,True,False,False,1
2297,True,False,False,False,False,True,1
2772,True,True,False,False,False,False,0
297,True,False,False,False,False,True,1
7623,False,False,True,False,True,False,1
58,True,False,False,False,False,False,0
5830,True,True,False,False,False,False,0
3036,True,True,False,False,False,False,0
6975,True,False,False,False,False,False,1
5642,True,False,False,True,False,True,0
5286,True,True,False,False,True,True,1
5403,True,True,False,False,False,False,0
2604,True,True,False,False,False,False,0
6164,True,False,False,False,False,False,0
296,True,True,False,False,False,False,0
2581,True,False,False,False,False,False,0
3284,True,False,False,False,False,True,0
3203,True,True,False,False,False,False,0
649,True,True,False,False,False,False,1
1371,True,True,False,False,False,False,0
5635,True,True,False,False,False,True,1
4158,False,False,True,True,False,False,1
5610,True,True,False,False,False,False,0
5158,True,True,False,False,False,False,0
5611,False,False,True,True,False,False,1
682,True,True,False,False,False,False,0
435,True,True,False,False,False,False,0
4646,True,True,False,True,False,False,0
3687,True,True,False,False,False,False,0
1490,True,True,False,False,False,False,1
813,True,True,False,False,False,False,0
1883,True,False,True,True,False,False,1
8019,False,False,True,True,True,False,1
6309,False,False,True,False,True,False,1
1941,True,False,False,False,False,True,0
3027,True,False,False,False,False,True,0
7604,True,True,False,False,False,False,0
4534,True,True,False,False,False,False,0
1182,True,True,False,False,False,False,0
1376,False,False,False,True,False,False,1
6889,False,False,True,False,True,False,1
3287,True,True,False,True,False,False,0
627,True,False,False,False,False,False,0
7175,True,True,False,False,False,False,0
1670,True,True,False,False,False,False,0
2113,True,False,False,True,False,True,1
3366,False,False,True,False,False,False,1
2616,True,False,False,False,False,False,0
5271,False,False,False,True,False,False,1
85,True,True,False,False,False,True,1
