row_id,efficiency_binning_standard,opponent_freq,eff_times_minutes_binning_standard,plus_minus_binning_standard,team_freq,scoring_impact_binning_standard,target
8676,10,0.0375,2,4,0.032916666666666664,2,0
5796,8,0.035555555555555556,1,5,0.03388888888888889,2,0
1778,12,0.034861111111111114,4,2,0.03013888888888889,3,0
2919,6,0.032916666666666664,1,4,0.03680555555555556,1,0
752,16,0.034722222222222224,5,5,0.03638888888888889,4,1
4293,7,0.03194444444444444,1,4,0.034861111111111114,1,0
3318,11,0.035555555555555556,3,4,0.03680555555555556,3,1
5628,18,0.034444444444444444,5,5,0.03666666666666667,5,1
4857,8,0.03236111111111111,1,3,0.03013888888888889,1,0
477,9,0.034444444444444444,2,3,0.03763888888888889,2,0
6276,10,0.03194444444444444,2,2,0.03263888888888889,2,0
3709,12,0.035555555555555556,3,3,0.03763888888888889,2,0
3008,8,0.034444444444444444,2,3,0.035555555555555556,2,0
212,14,0.035,4,4,0.03333333333333333,3,1
469,10,0.03180555555555555,2,4,0.03208333333333333,2,0
1546,15,0.03138888888888889,4,5,0.03208333333333333,3,1
7330,10,0.03208333333333333,2,3,0.03333333333333333,2,1
6112,11,0.03208333333333333,3,4,0.03333333333333333,3,1
8650,7,0.03194444444444444,2,3,0.03333333333333333,1,0
6015,5,0.034027777777777775,1,2,0.03388888888888889,1,0
7714,13,0.03347222222222222,4,3,0.035416666666666666,3,1
3313,11,0.03263888888888889,3,4,0.03680555555555556,2,1
1026,12,0.0375,3,6,0.03305555555555555,3,0
3257,12,0.03208333333333333,3,3,0.034027777777777775,2,1
6268,9,0.035555555555555556,1,3,0.03388888888888889,2,0
5717,10,0.035555555555555556,2,4,0.03013888888888889,2,0
8543,15,0.034444444444444444,5,3,0.03013888888888889,5,1
1471,5,0.03180555555555555,1,4,0.035416666666666666,1,0
3685,8,0.03194444444444444,2,2,0.035555555555555556,2,0
7071,5,0.0375,1,4,0.035416666666666666,1,0
7259,5,0.035555555555555556,1,3,0.029583333333333333,1,0
5787,10,0.035555555555555556,2,4,0.03305555555555555,2,0
774,10,0.029722222222222223,2,3,0.03763888888888889,2,0
1955,14,0.0375,4,4,0.03208333333333333,4,0
2884,7,0.034027777777777775,1,5,0.03388888888888889,1,0
2200,9,0.034861111111111114,2,5,0.035416666666666666,2,0
5966,9,0.035,2,3,0.032916666666666664,2,0
642,16,0.03208333333333333,5,3,0.03333333333333333,4,1
3056,12,0.035694444444444445,2,4,0.03180555555555555,3,1
197,6,0.030972222222222224,1,2,0.029583333333333333,1,0
7098,10,0.034027777777777775,3,3,0.03375,2,1
1156,8,0.03166666666666667,2,4,0.03388888888888889,1,0
1145,10,0.03208333333333333,2,2,0.03680555555555556,2,0
7166,15,0.029722222222222223,4,5,0.03013888888888889,4,1
1109,20,0.034444444444444444,6,4,0.03666666666666667,5,1
6726,9,0.034583333333333334,2,4,0.03333333333333333,2,0
7289,7,0.035694444444444445,2,3,0.030972222222222224,1,0
1421,13,0.035555555555555556,3,3,0.030972222222222224,3,1
6533,15,0.029722222222222223,5,3,0.034027777777777775,4,1
5649,7,0.03166666666666667,1,5,0.03388888888888889,1,0
3860,15,0.03763888888888889,5,3,0.035555555555555556,4,1
2969,13,0.03347222222222222,3,3,0.03305555555555555,3,1
7030,5,0.030972222222222224,1,6,0.03680555555555556,1,0
3858,6,0.035555555555555556,2,4,0.03013888888888889,1,0
1759,6,0.034583333333333334,1,3,0.03180555555555555,1,0
958,10,0.030972222222222224,3,6,0.03208333333333333,2,1
6886,11,0.035555555555555556,3,2,0.029583333333333333,2,0
1681,5,0.03166666666666667,1,3,0.03166666666666667,1,0
5415,3,0.034583333333333334,1,4,0.03666666666666667,1,0
634,16,0.034444444444444444,5,4,0.03013888888888889,4,1
3134,12,0.035,3,3,0.03388888888888889,2,0
2885,5,0.03236111111111111,1,3,0.03208333333333333,1,0
4998,3,0.034444444444444444,1,2,0.03180555555555555,1,0
1262,14,0.034444444444444444,4,5,0.032916666666666664,3,1
119,11,0.035694444444444445,2,5,0.03333333333333333,2,1
6559,13,0.035555555555555556,4,3,0.03208333333333333,3,0
8351,15,0.035555555555555556,4,4,0.03208333333333333,4,1
7962,15,0.029722222222222223,4,5,0.03333333333333333,3,1
4966,4,0.034027777777777775,1,4,0.03166666666666667,1,0
3091,15,0.034583333333333334,5,2,0.03208333333333333,4,1
8248,8,0.03208333333333333,2,3,0.029583333333333333,1,0
4658,5,0.03208333333333333,1,1,0.03208333333333333,1,0
5031,13,0.035555555555555556,2,4,0.03013888888888889,3,1
8218,9,0.035,2,4,0.03375,2,0
7463,11,0.03763888888888889,3,3,0.034027777777777775,2,0
5282,11,0.035694444444444445,3,3,0.03305555555555555,2,1
2447,11,0.03208333333333333,4,3,0.03375,2,1
5317,8,0.035694444444444445,2,4,0.034027777777777775,2,0
3881,13,0.03166666666666667,3,5,0.03013888888888889,3,1
7766,3,0.030972222222222224,1,2,0.034861111111111114,1,0
2132,12,0.030972222222222224,3,4,0.03375,2,1
1173,13,0.035694444444444445,4,4,0.03375,4,0
6740,17,0.03319444444444444,5,5,0.035555555555555556,4,1
5059,10,0.03194444444444444,2,5,0.03388888888888889,2,1
3659,9,0.029722222222222223,2,4,0.034166666666666665,2,0
7857,11,0.035555555555555556,3,4,0.03638888888888889,3,1
7916,9,0.03236111111111111,2,6,0.03013888888888889,2,0
93,15,0.0375,4,4,0.034166666666666665,4,1
3627,8,0.03138888888888889,2,4,0.03333333333333333,1,0
5141,11,0.034861111111111114,2,5,0.03263888888888889,2,1
5786,8,0.030972222222222224,2,4,0.035555555555555556,1,0
5153,9,0.03236111111111111,2,3,0.03305555555555555,2,0
5217,14,0.035555555555555556,4,4,0.034861111111111114,3,1
2211,12,0.03319444444444444,3,4,0.034722222222222224,3,1
4826,15,0.029722222222222223,4,2,0.034166666666666665,3,1
6275,4,0.034861111111111114,1,4,0.03305555555555555,1,0
3735,7,0.03263888888888889,2,3,0.03263888888888889,2,0
7549,5,0.03236111111111111,1,3,0.03208333333333333,1,0
8915,9,0.035555555555555556,1,2,0.035416666666666666,1,0
6714,6,0.03194444444444444,1,2,0.030972222222222224,1,0
8541,9,0.03138888888888889,2,7,0.03375,2,1
5104,12,0.03319444444444444,3,4,0.03263888888888889,2,1
6222,9,0.03138888888888889,2,2,0.03166666666666667,2,0
816,8,0.030972222222222224,2,4,0.03333333333333333,1,0
4964,4,0.03180555555555555,1,3,0.03180555555555555,1,0
619,11,0.03208333333333333,2,7,0.030972222222222224,2,1
4399,5,0.035555555555555556,1,3,0.03333333333333333,1,0
4413,7,0.03763888888888889,2,4,0.03388888888888889,1,0
4856,5,0.032916666666666664,1,4,0.03208333333333333,1,0
7024,10,0.03138888888888889,3,3,0.03680555555555556,2,1
1043,12,0.03263888888888889,3,2,0.03638888888888889,3,1
2373,7,0.03236111111111111,1,5,0.034861111111111114,1,0
2752,8,0.032916666666666664,2,4,0.03680555555555556,1,0
3299,8,0.03166666666666667,2,5,0.034166666666666665,2,0
1075,5,0.035555555555555556,1,5,0.032916666666666664,1,0
1397,7,0.0375,2,2,0.030972222222222224,1,0
8791,13,0.034722222222222224,3,4,0.034722222222222224,3,1
5805,8,0.035,2,2,0.034722222222222224,1,0
3804,9,0.035555555555555556,2,6,0.034722222222222224,2,0
180,15,0.03208333333333333,5,5,0.03763888888888889,3,1
8317,12,0.030972222222222224,3,5,0.030972222222222224,3,1
2648,9,0.035694444444444445,2,4,0.03305555555555555,2,0
5573,9,0.035694444444444445,2,4,0.034861111111111114,2,1
7347,10,0.030972222222222224,2,3,0.029583333333333333,2,1
2457,7,0.034722222222222224,1,3,0.030972222222222224,1,0
8362,14,0.03166666666666667,3,3,0.03305555555555555,3,1
1158,15,0.032916666666666664,5,3,0.03125,5,1
6483,14,0.030972222222222224,4,2,0.03263888888888889,3,1
1533,14,0.03194444444444444,4,3,0.03013888888888889,3,1
3066,12,0.0375,3,4,0.03375,3,0
3107,8,0.035555555555555556,2,3,0.035555555555555556,2,0
8620,8,0.035694444444444445,2,4,0.03388888888888889,2,0
3275,7,0.035694444444444445,1,3,0.03388888888888889,1,0
8184,7,0.029722222222222223,2,4,0.03013888888888889,1,0
2440,10,0.035555555555555556,3,4,0.03666666666666667,2,0
1536,4,0.03236111111111111,1,3,0.03763888888888889,1,0
1346,15,0.03166666666666667,4,5,0.03333333333333333,3,1
2474,13,0.034027777777777775,4,3,0.03638888888888889,3,0
8707,13,0.03166666666666667,3,4,0.035416666666666666,3,1
6086,11,0.030972222222222224,3,5,0.03208333333333333,2,1
5419,6,0.035555555555555556,1,3,0.03375,1,0
8798,9,0.03166666666666667,2,2,0.03666666666666667,2,0
5674,8,0.034027777777777775,2,7,0.03680555555555556,2,1
6423,14,0.03208333333333333,4,3,0.03208333333333333,3,1
2273,15,0.03138888888888889,5,4,0.035416666666666666,4,0
1481,18,0.03208333333333333,5,5,0.032916666666666664,4,1
3718,11,0.030972222222222224,2,4,0.03388888888888889,3,0
8800,10,0.034722222222222224,2,5,0.03375,2,0
8940,8,0.03180555555555555,2,4,0.03125,2,0
2649,17,0.034444444444444444,5,4,0.03333333333333333,5,1
1953,14,0.034444444444444444,4,7,0.03375,3,1
6640,14,0.03208333333333333,3,3,0.03013888888888889,3,1
2865,17,0.029722222222222223,5,3,0.03013888888888889,5,1
1164,13,0.035555555555555556,3,3,0.03666666666666667,2,0
8611,13,0.03236111111111111,4,3,0.03763888888888889,3,1
4973,8,0.029722222222222223,2,4,0.034166666666666665,1,1
3816,12,0.03194444444444444,3,4,0.03375,3,0
6520,7,0.03319444444444444,1,4,0.030972222222222224,1,0
4216,8,0.035416666666666666,2,3,0.03013888888888889,1,0
3291,15,0.030972222222222224,3,4,0.03333333333333333,4,1
1599,6,0.03138888888888889,1,2,0.034166666666666665,1,0
8082,11,0.035416666666666666,3,5,0.03208333333333333,2,1
301,15,0.03194444444444444,4,4,0.03013888888888889,4,1
8805,8,0.03194444444444444,1,2,0.03263888888888889,2,0
2479,10,0.035,2,4,0.03263888888888889,2,0
2076,12,0.03236111111111111,3,4,0.03666666666666667,3,0
4462,12,0.035555555555555556,4,5,0.03013888888888889,2,1
7783,4,0.03194444444444444,1,3,0.03013888888888889,1,0
1360,16,0.034583333333333334,4,5,0.03263888888888889,4,1
3129,13,0.0375,4,4,0.03666666666666667,3,0
4685,15,0.03180555555555555,4,3,0.03763888888888889,5,1
4583,15,0.035694444444444445,4,3,0.03013888888888889,4,1
487,10,0.03180555555555555,2,2,0.032916666666666664,2,0
5499,13,0.034722222222222224,3,4,0.03333333333333333,3,1
7613,13,0.030972222222222224,3,3,0.034722222222222224,4,0
1153,20,0.03180555555555555,6,3,0.03263888888888889,6,1
3992,13,0.034444444444444444,3,5,0.03375,3,1
6609,9,0.03194444444444444,2,4,0.03638888888888889,1,1
6319,9,0.03138888888888889,3,3,0.030972222222222224,2,0
8732,6,0.030972222222222224,1,3,0.03388888888888889,1,0
6703,11,0.03763888888888889,3,5,0.03333333333333333,2,0
5748,12,0.0375,3,3,0.030972222222222224,3,0
666,12,0.035416666666666666,3,4,0.03388888888888889,3,1
2685,5,0.0375,1,3,0.03305555555555555,1,0
6625,9,0.035555555555555556,2,4,0.03013888888888889,2,0
643,11,0.0375,3,2,0.03388888888888889,2,0
177,8,0.03236111111111111,2,2,0.03305555555555555,2,0
8918,9,0.035416666666666666,2,4,0.030972222222222224,1,0
2234,12,0.035694444444444445,4,3,0.034166666666666665,3,0
787,14,0.035555555555555556,4,2,0.034861111111111114,3,1
5129,11,0.035694444444444445,3,4,0.03166666666666667,2,1
3662,5,0.03208333333333333,1,3,0.03638888888888889,1,0
2985,11,0.035555555555555556,3,3,0.03375,2,1
92,8,0.035694444444444445,2,3,0.03166666666666667,1,0
5426,5,0.03208333333333333,1,2,0.03013888888888889,1,0
6690,11,0.03194444444444444,3,4,0.032916666666666664,2,1
7173,10,0.029722222222222223,2,4,0.03375,2,1
1972,10,0.035694444444444445,2,4,0.03763888888888889,2,1
531,13,0.034583333333333334,4,3,0.03388888888888889,3,1
997,10,0.034027777777777775,2,5,0.029583333333333333,2,0
3425,7,0.035555555555555556,2,3,0.03680555555555556,1,0
3308,12,0.03138888888888889,3,4,0.03333333333333333,2,1
1428,4,0.03194444444444444,1,3,0.03333333333333333,1,0
4520,8,0.03236111111111111,2,3,0.03333333333333333,1,0
2304,13,0.03208333333333333,4,3,0.034166666666666665,3,1
2841,8,0.029722222222222223,2,5,0.03125,2,0
5240,10,0.035555555555555556,2,4,0.03305555555555555,2,1
6681,5,0.03180555555555555,1,4,0.03333333333333333,1,0
7584,10,0.034722222222222224,2,5,0.032916666666666664,2,1
3549,12,0.03138888888888889,3,5,0.034027777777777775,2,1
2869,12,0.034444444444444444,3,4,0.03208333333333333,2,1
6861,9,0.034861111111111114,2,5,0.03388888888888889,2,0
3746,12,0.032916666666666664,3,4,0.03180555555555555,2,1
2749,10,0.034027777777777775,3,4,0.03666666666666667,2,1
695,5,0.03194444444444444,1,4,0.03333333333333333,1,0
5680,8,0.03347222222222222,1,2,0.03333333333333333,2,0
1739,8,0.03166666666666667,1,3,0.03208333333333333,1,0
168,10,0.03138888888888889,3,2,0.029583333333333333,2,1
3913,9,0.03138888888888889,2,2,0.03666666666666667,2,0
7194,6,0.03208333333333333,1,4,0.030972222222222224,1,0
8210,10,0.034027777777777775,2,3,0.034166666666666665,1,1
5588,15,0.03208333333333333,4,3,0.03333333333333333,4,1
4020,5,0.03236111111111111,1,4,0.029583333333333333,1,0
2334,9,0.03347222222222222,2,4,0.03680555555555556,2,0
2606,3,0.035555555555555556,1,5,0.03166666666666667,1,0
7672,8,0.03138888888888889,1,3,0.03763888888888889,1,0
5665,7,0.03180555555555555,2,3,0.03388888888888889,1,0
6429,10,0.034861111111111114,2,4,0.03013888888888889,2,0
2922,12,0.034444444444444444,3,4,0.032916666666666664,3,1
6747,12,0.03180555555555555,3,4,0.03666666666666667,3,0
2756,8,0.034027777777777775,2,3,0.03763888888888889,2,0
6400,8,0.03180555555555555,2,2,0.03166666666666667,1,0
3647,5,0.03208333333333333,1,4,0.03375,1,0
101,12,0.03263888888888889,4,4,0.03666666666666667,3,1
4886,7,0.0375,1,3,0.034027777777777775,1,0
5042,9,0.035,2,4,0.03013888888888889,2,0
6172,11,0.030972222222222224,3,5,0.03333333333333333,2,1
8102,5,0.030972222222222224,1,3,0.03013888888888889,1,0
8302,14,0.03763888888888889,4,6,0.03763888888888889,3,1
2442,9,0.035694444444444445,2,5,0.03763888888888889,2,0
1466,20,0.034027777777777775,6,4,0.035555555555555556,6,1
4054,6,0.03319444444444444,1,4,0.03638888888888889,1,0
1745,5,0.035694444444444445,1,4,0.03763888888888889,1,0
4607,11,0.030972222222222224,3,4,0.03013888888888889,3,0
8108,10,0.035,3,2,0.03305555555555555,2,1
4429,6,0.03208333333333333,2,2,0.03013888888888889,1,0
8996,12,0.03138888888888889,3,4,0.03305555555555555,2,1
7929,12,0.03194444444444444,4,5,0.03013888888888889,3,1
8301,9,0.030972222222222224,2,5,0.03680555555555556,1,0
6118,7,0.03763888888888889,2,4,0.03208333333333333,1,0
5529,15,0.034722222222222224,4,3,0.03333333333333333,3,1
4307,6,0.03208333333333333,1,3,0.030972222222222224,1,0
8479,12,0.035694444444444445,3,4,0.034027777777777775,3,0
2122,8,0.03236111111111111,2,4,0.03013888888888889,1,0
8516,7,0.035555555555555556,1,4,0.03013888888888889,1,0
7202,11,0.03763888888888889,3,5,0.03208333333333333,3,0
4193,10,0.03319444444444444,3,3,0.03680555555555556,2,0
7943,10,0.035694444444444445,3,4,0.03013888888888889,2,0
6220,14,0.03347222222222222,4,4,0.03180555555555555,3,1
1204,6,0.030972222222222224,1,2,0.03680555555555556,1,0
8859,10,0.03180555555555555,2,3,0.03638888888888889,2,1
1927,15,0.030972222222222224,5,3,0.03208333333333333,3,1
5915,11,0.035555555555555556,3,2,0.03180555555555555,3,1
4869,14,0.034444444444444444,3,2,0.03333333333333333,4,0
2338,10,0.03763888888888889,3,4,0.03666666666666667,2,0
6359,9,0.034722222222222224,2,4,0.034027777777777775,1,0
2500,13,0.03194444444444444,3,5,0.034027777777777775,3,1
3380,12,0.034861111111111114,4,3,0.03375,3,1
806,12,0.035,2,4,0.03333333333333333,2,0
7107,13,0.03208333333333333,4,3,0.03638888888888889,3,1
2320,7,0.030972222222222224,1,4,0.03013888888888889,1,0
7852,10,0.035416666666666666,2,4,0.03333333333333333,2,1
7935,5,0.03319444444444444,1,4,0.035555555555555556,1,0
3982,13,0.03236111111111111,4,4,0.03013888888888889,3,1
1243,12,0.0375,3,4,0.03388888888888889,3,0
5595,8,0.029722222222222223,2,3,0.03333333333333333,1,0
4483,15,0.03208333333333333,4,2,0.03013888888888889,5,1
548,9,0.0375,2,4,0.035416666666666666,2,0
27,15,0.034722222222222224,4,5,0.03305555555555555,3,1
3882,11,0.034861111111111114,3,5,0.03125,2,0
2881,11,0.03138888888888889,3,5,0.03388888888888889,2,0
4349,6,0.03138888888888889,1,3,0.03375,1,0
1303,7,0.03166666666666667,1,2,0.03305555555555555,2,0
5246,13,0.03194444444444444,3,3,0.03375,3,1
6790,5,0.0375,1,2,0.03333333333333333,1,0
1222,7,0.03208333333333333,2,4,0.03013888888888889,1,0
7713,7,0.034861111111111114,1,3,0.03388888888888889,1,0
438,15,0.03263888888888889,4,5,0.034861111111111114,2,1
5850,12,0.035555555555555556,3,4,0.03333333333333333,3,1
3103,12,0.03763888888888889,4,4,0.03375,3,0
6022,16,0.035416666666666666,5,2,0.03666666666666667,4,1
6175,16,0.034027777777777775,4,4,0.03375,4,1
3405,5,0.034583333333333334,1,4,0.034861111111111114,1,0
6171,15,0.03166666666666667,3,4,0.03388888888888889,3,1
6999,9,0.03138888888888889,2,3,0.03388888888888889,2,0
3026,15,0.03208333333333333,4,3,0.03375,4,1
327,9,0.03166666666666667,2,4,0.035416666666666666,2,0
1040,5,0.03208333333333333,1,3,0.03388888888888889,1,0
4280,7,0.03319444444444444,1,4,0.03388888888888889,1,0
6756,11,0.03236111111111111,2,5,0.03333333333333333,2,0
1871,12,0.03208333333333333,4,4,0.034166666666666665,3,1
5689,10,0.03236111111111111,2,3,0.03388888888888889,2,0
535,12,0.030972222222222224,3,2,0.030972222222222224,2,1
8677,10,0.035416666666666666,2,4,0.03305555555555555,2,0
586,16,0.03263888888888889,5,4,0.034166666666666665,5,1
8922,7,0.029722222222222223,2,4,0.03333333333333333,1,0
1704,10,0.03319444444444444,2,4,0.035555555555555556,2,0
6540,8,0.030972222222222224,1,4,0.03680555555555556,1,0
4488,10,0.035555555555555556,2,2,0.03180555555555555,2,0
492,13,0.03180555555555555,3,2,0.034722222222222224,3,1
5285,6,0.03180555555555555,1,5,0.03125,1,0
6704,11,0.035555555555555556,2,5,0.03680555555555556,2,1
3618,6,0.03138888888888889,2,4,0.03333333333333333,1,0
3996,13,0.0375,3,5,0.03333333333333333,3,0
3515,15,0.032916666666666664,5,4,0.03333333333333333,4,1
6489,9,0.034583333333333334,2,3,0.030972222222222224,1,0
1917,7,0.03236111111111111,1,2,0.03375,1,0
3890,9,0.03236111111111111,2,2,0.029583333333333333,2,0
8423,5,0.03208333333333333,1,3,0.03333333333333333,1,0
7853,12,0.03236111111111111,3,3,0.030972222222222224,3,0
3045,12,0.03347222222222222,3,4,0.034722222222222224,3,1
3756,6,0.034583333333333334,1,4,0.032916666666666664,1,0
8081,13,0.034027777777777775,3,3,0.030972222222222224,3,1
398,13,0.034027777777777775,4,3,0.03680555555555556,3,0
1318,9,0.03319444444444444,2,3,0.03333333333333333,1,1
5355,8,0.030972222222222224,2,5,0.03666666666666667,1,0
122,8,0.034583333333333334,2,4,0.03666666666666667,1,0
2580,9,0.03263888888888889,2,3,0.03375,2,0
1567,11,0.032916666666666664,3,3,0.034861111111111114,3,1
1985,14,0.034444444444444444,4,3,0.03375,3,1
4036,14,0.034027777777777775,4,4,0.03763888888888889,3,1
2174,11,0.03180555555555555,2,4,0.035416666666666666,2,1
7706,6,0.035694444444444445,2,4,0.03333333333333333,1,0
7260,6,0.03194444444444444,1,3,0.03388888888888889,1,0
574,6,0.03194444444444444,1,4,0.032916666666666664,1,0
8785,8,0.03236111111111111,1,5,0.03375,1,0
8123,10,0.03236111111111111,2,3,0.03166666666666667,2,0
8738,10,0.034722222222222224,2,5,0.03013888888888889,2,0
3046,10,0.035416666666666666,3,5,0.03375,2,0
1408,14,0.035,4,5,0.03388888888888889,3,1
536,8,0.035416666666666666,2,3,0.030972222222222224,2,0
5556,8,0.030972222222222224,2,6,0.03013888888888889,1,0
5988,12,0.034444444444444444,3,4,0.034861111111111114,3,1
1435,10,0.03236111111111111,2,2,0.03263888888888889,2,0
7059,16,0.030972222222222224,5,3,0.03388888888888889,5,1
1868,8,0.03263888888888889,1,2,0.03013888888888889,2,0
1455,10,0.032916666666666664,3,5,0.03375,2,1
8523,16,0.03347222222222222,5,5,0.03125,4,1
8868,7,0.03138888888888889,1,4,0.03263888888888889,1,0
1821,9,0.03208333333333333,2,3,0.03013888888888889,1,1
52,10,0.03347222222222222,2,5,0.034027777777777775,1,1
4604,8,0.03236111111111111,1,4,0.029583333333333333,2,0
