row_id,efficiency_binning_quantile,eff_times_minutes_binning_quantile,eff_per_point_binning_quantile,plus_minus_binning_quantile,opponent_freq,eff_per_min_binning_quantile,target
3124,14,5,2,5,0.03194444444444444,4,1
7695,15,4,6,3,0.03180555555555555,5,1
2026,18,6,4,2,0.035416666666666666,3,1
7711,3,2,6,4,0.03347222222222222,1,0
2303,19,6,6,2,0.03208333333333333,5,1
7095,16,5,4,1,0.034583333333333334,4,0
2084,12,4,1,5,0.035694444444444445,3,1
6687,6,3,1,1,0.03236111111111111,1,0
4513,12,3,2,3,0.035555555555555556,6,0
5767,20,6,2,2,0.03208333333333333,4,1
4246,19,6,5,3,0.035,4,1
6093,8,4,2,5,0.03347222222222222,1,1
4691,15,5,2,2,0.03194444444444444,4,0
8134,15,4,5,5,0.03180555555555555,6,1
1330,19,6,4,3,0.03236111111111111,5,1
8205,11,4,3,2,0.030972222222222224,4,0
1685,8,3,2,1,0.03236111111111111,3,0
8676,11,3,6,5,0.0375,6,0
5796,5,2,1,7,0.035555555555555556,5,0
1778,15,6,4,1,0.034861111111111114,2,0
2919,3,1,1,5,0.032916666666666664,3,0
752,20,6,3,6,0.034722222222222224,5,1
4293,3,1,1,4,0.03194444444444444,3,0
3318,13,4,2,5,0.035555555555555556,4,1
5628,20,6,5,7,0.034444444444444444,6,1
4857,5,1,3,2,0.03236111111111111,6,0
477,8,4,1,3,0.034444444444444444,1,0
6276,9,3,2,1,0.03194444444444444,3,0
3709,14,5,4,2,0.035555555555555556,4,0
3008,6,2,1,3,0.034444444444444444,4,0
212,17,6,4,4,0.035,3,1
469,11,3,2,5,0.03180555555555555,5,0
1546,18,6,5,7,0.03138888888888889,5,1
7330,10,3,1,1,0.03208333333333333,5,1
6112,12,5,2,4,0.03208333333333333,2,1
8650,4,2,2,2,0.03194444444444444,1,0
6015,2,1,2,1,0.034027777777777775,3,0
7714,16,6,4,3,0.03347222222222222,3,1
3313,13,5,6,4,0.03263888888888889,3,1
1026,14,5,1,7,0.0375,2,0
3257,15,5,5,2,0.03208333333333333,5,1
6268,7,1,3,1,0.035555555555555556,6,0
5717,10,4,4,6,0.035555555555555556,3,0
8543,19,6,1,2,0.034444444444444444,3,1
1471,2,1,6,5,0.03180555555555555,2,0
3685,6,3,1,1,0.03194444444444444,1,0
7071,1,1,6,5,0.0375,2,0
7259,1,1,4,3,0.035555555555555556,1,0
5787,9,3,1,5,0.035555555555555556,3,0
774,11,3,2,2,0.029722222222222223,6,0
1955,17,5,2,5,0.0375,5,0
2884,4,2,4,6,0.034027777777777775,3,0
2200,8,3,3,7,0.034861111111111114,2,0
5966,8,2,4,1,0.035,6,0
642,20,6,5,1,0.03208333333333333,4,1
3056,14,4,3,5,0.035694444444444445,6,1
197,2,1,6,1,0.030972222222222224,4,0
7098,11,5,4,3,0.034027777777777775,1,1
1156,6,2,6,5,0.03166666666666667,3,0
1145,9,2,4,1,0.03208333333333333,6,0
7166,19,6,2,7,0.029722222222222223,6,1
1109,20,6,5,5,0.034444444444444444,6,1
6726,8,3,2,5,0.034583333333333334,3,0
7289,3,2,1,2,0.035694444444444445,1,0
1421,16,5,3,3,0.035555555555555556,5,1
6533,19,6,2,2,0.029722222222222223,4,1
5649,4,1,6,6,0.03166666666666667,6,0
3860,18,6,3,2,0.03763888888888889,3,1
2969,16,4,4,3,0.03347222222222222,6,1
7030,1,1,1,7,0.030972222222222224,6,0
3858,3,2,1,5,0.035555555555555556,1,0
1759,3,2,1,3,0.034583333333333334,1,0
958,11,4,4,7,0.030972222222222224,3,1
6886,12,4,5,1,0.035555555555555556,3,0
1681,2,2,1,3,0.03166666666666667,1,0
5415,1,1,1,4,0.034583333333333334,1,0
634,20,6,4,5,0.034444444444444444,6,1
3134,15,5,5,2,0.035,4,0
2885,1,1,4,2,0.03236111111111111,1,0
4998,1,1,6,1,0.034444444444444444,1,0
1262,18,6,6,6,0.034444444444444444,4,1
119,12,4,4,7,0.035694444444444445,5,1
6559,16,6,3,2,0.035555555555555556,1,0
8351,18,6,4,5,0.035555555555555556,5,1
7962,18,6,5,7,0.029722222222222223,4,1
4966,1,1,1,4,0.034027777777777775,1,0
3091,19,6,4,1,0.034583333333333334,3,1
8248,5,3,2,3,0.03208333333333333,1,0
4658,1,1,6,1,0.03208333333333333,1,0
5031,16,4,4,5,0.035555555555555556,6,1
8218,8,3,2,4,0.035,4,0
7463,12,4,3,3,0.03763888888888889,2,0
5282,13,5,5,3,0.035694444444444445,3,1
2447,13,5,4,3,0.03208333333333333,1,1
5317,6,3,1,5,0.035694444444444445,1,0
3881,16,4,5,6,0.03166666666666667,6,1
7766,1,1,3,1,0.030972222222222224,1,0
2132,15,5,5,6,0.030972222222222224,4,1
1173,16,6,1,5,0.035694444444444445,3,0
6740,20,6,5,7,0.03319444444444444,5,1
5059,11,4,3,6,0.03194444444444444,4,1
3659,7,2,3,4,0.029722222222222223,4,0
7857,13,4,2,5,0.035555555555555556,3,1
7916,8,3,2,7,0.03236111111111111,3,0
93,19,6,4,6,0.0375,4,1
3627,6,2,4,4,0.03138888888888889,3,0
5141,12,3,5,7,0.034861111111111114,6,1
5786,5,2,6,4,0.030972222222222224,2,0
5153,7,2,3,2,0.03236111111111111,5,0
5217,17,6,4,5,0.035555555555555556,4,1
2211,14,4,2,4,0.03319444444444444,5,1
4826,18,6,5,1,0.029722222222222223,4,1
6275,1,1,6,6,0.034861111111111114,2,0
3735,4,2,1,3,0.03263888888888889,1,0
7549,1,1,6,3,0.03236111111111111,2,0
8915,7,1,6,1,0.035555555555555556,6,0
6714,2,1,6,1,0.03194444444444444,2,0
8541,8,3,4,7,0.03138888888888889,2,1
5104,14,4,6,5,0.03319444444444444,4,1
6222,8,2,4,1,0.03138888888888889,6,0
816,6,2,5,6,0.030972222222222224,3,0
4964,1,1,1,2,0.03180555555555555,1,0
619,12,3,5,7,0.03208333333333333,6,1
4399,1,1,1,3,0.035555555555555556,1,0
4413,4,2,1,4,0.03763888888888889,3,0
4856,2,2,3,5,0.032916666666666664,1,0
7024,11,4,3,2,0.03138888888888889,2,1
1043,15,5,3,1,0.03263888888888889,5,1
2373,4,1,5,7,0.03236111111111111,6,0
2752,6,2,4,5,0.032916666666666664,6,0
3299,5,3,1,6,0.03166666666666667,1,0
1075,1,1,6,6,0.035555555555555556,4,0
1397,4,2,5,1,0.0375,2,0
8791,16,5,4,6,0.034722222222222224,4,1
5805,5,2,3,1,0.035,2,0
3804,8,2,4,7,0.035555555555555556,5,0
180,19,6,5,6,0.03208333333333333,4,1
8317,14,5,2,6,0.030972222222222224,3,1
2648,7,2,4,4,0.035694444444444445,6,0
5573,8,2,5,4,0.035694444444444445,6,1
7347,10,3,6,2,0.030972222222222224,4,1
2457,4,1,3,3,0.034722222222222224,6,0
8362,17,5,6,2,0.03166666666666667,6,1
1158,19,6,1,2,0.032916666666666664,3,1
6483,17,6,3,1,0.030972222222222224,4,1
1533,17,6,3,2,0.03194444444444444,4,1
3066,15,4,4,4,0.0375,5,0
3107,6,3,2,2,0.035555555555555556,1,0
8620,6,3,1,5,0.035694444444444445,1,0
3275,3,2,6,2,0.035694444444444445,2,0
8184,3,2,1,5,0.029722222222222223,1,0
2440,9,4,2,6,0.035555555555555556,1,0
1536,1,1,4,2,0.03236111111111111,2,0
1346,18,6,6,7,0.03166666666666667,4,1
2474,16,5,3,2,0.034027777777777775,3,0
8707,16,5,6,4,0.03166666666666667,6,1
6086,12,5,6,6,0.030972222222222224,1,1
5419,3,1,1,3,0.035555555555555556,2,0
8798,8,3,5,1,0.03166666666666667,5,0
5674,6,2,3,7,0.034027777777777775,5,1
6423,17,5,5,3,0.03208333333333333,5,1
2273,18,6,3,5,0.03138888888888889,3,0
1481,20,6,6,6,0.03208333333333333,5,1
3718,13,3,1,5,0.030972222222222224,6,0
8800,9,2,6,7,0.034722222222222224,6,0
8940,6,3,3,5,0.03180555555555555,1,0
2649,20,6,3,4,0.034444444444444444,5,1
1953,17,6,4,7,0.034444444444444444,3,1
6640,17,5,4,3,0.03208333333333333,6,1
2865,20,6,3,3,0.029722222222222223,5,1
1164,16,5,6,2,0.035555555555555556,4,0
8611,16,5,2,2,0.03236111111111111,3,1
4973,5,2,2,5,0.029722222222222223,2,1
3816,15,5,2,4,0.03194444444444444,3,0
6520,4,1,4,5,0.03319444444444444,6,0
4216,6,3,6,3,0.035416666666666666,2,0
3291,18,5,3,6,0.030972222222222224,6,1
1599,3,1,2,1,0.03138888888888889,2,0
8082,13,4,4,7,0.035416666666666666,4,1
301,18,6,2,5,0.03194444444444444,4,1
8805,6,2,1,1,0.03194444444444444,6,0
2479,11,3,2,5,0.035,5,0
2076,15,5,2,4,0.03236111111111111,3,0
4462,15,5,6,6,0.035555555555555556,3,1
7783,1,1,1,1,0.03194444444444444,1,0
1360,20,6,4,7,0.034583333333333334,6,1
3129,16,5,6,5,0.0375,4,0
4685,19,6,1,1,0.03180555555555555,5,1
4583,19,6,5,2,0.035694444444444445,5,1
487,9,4,1,1,0.03180555555555555,2,0
5499,16,5,4,5,0.034722222222222224,4,1
7613,16,4,1,3,0.030972222222222224,6,0
1153,20,6,5,3,0.03180555555555555,6,1
3992,16,5,4,6,0.034444444444444444,6,1
6609,8,3,6,4,0.03194444444444444,2,1
6319,8,4,2,3,0.03138888888888889,1,0
8732,3,1,4,2,0.030972222222222224,3,0
6703,12,4,4,6,0.03763888888888889,4,0
5748,14,5,2,3,0.0375,3,0
666,15,4,2,5,0.035416666666666666,6,1
2685,1,1,1,2,0.0375,1,0
6625,8,3,2,4,0.035555555555555556,4,0
643,13,5,3,1,0.0375,3,0
177,6,2,3,1,0.03236111111111111,4,0
8918,7,2,6,5,0.035416666666666666,5,0
2234,15,6,1,3,0.035694444444444445,2,0
787,18,5,4,1,0.035555555555555556,5,1
5129,13,5,3,4,0.035694444444444445,3,1
3662,1,1,4,2,0.03208333333333333,1,0
2985,13,5,3,2,0.035555555555555556,2,1
92,6,2,4,1,0.035694444444444445,3,0
5426,1,1,4,1,0.03208333333333333,2,0
6690,13,4,4,4,0.03194444444444444,4,1
7173,11,3,5,4,0.029722222222222223,6,1
1972,11,3,1,6,0.035694444444444445,5,1
531,16,6,2,2,0.034583333333333334,2,1
997,10,4,2,7,0.034027777777777775,3,0
3425,4,2,3,3,0.035555555555555556,1,0
3308,14,4,6,5,0.03138888888888889,4,1
1428,1,1,6,3,0.03194444444444444,6,0
4520,5,2,3,3,0.03236111111111111,4,0
2304,16,5,2,2,0.03208333333333333,3,1
2841,6,3,1,6,0.029722222222222223,2,0
5240,10,3,3,5,0.035555555555555556,6,1
6681,2,1,1,5,0.03180555555555555,2,0
7584,9,3,2,6,0.034722222222222224,4,1
3549,14,4,4,7,0.03138888888888889,5,1
2869,15,5,6,5,0.034444444444444444,4,1
6861,8,4,3,6,0.034861111111111114,1,0
3746,14,4,6,5,0.032916666666666664,5,1
2749,11,4,6,6,0.034027777777777775,3,1
695,2,1,6,5,0.03194444444444444,5,0
5680,6,1,3,1,0.03347222222222222,6,0
1739,6,1,6,3,0.03166666666666667,6,0
168,11,5,2,1,0.03138888888888889,2,1
3913,8,3,2,1,0.03138888888888889,3,0
7194,3,1,2,5,0.03208333333333333,6,0
8210,9,3,6,3,0.034027777777777775,2,1
5588,18,6,4,3,0.03208333333333333,6,1
4020,2,1,1,4,0.03236111111111111,1,0
2334,7,3,4,6,0.03347222222222222,2,0
2606,1,1,6,7,0.035555555555555556,1,0
7672,5,2,2,3,0.03138888888888889,5,0
5665,3,2,1,2,0.03180555555555555,1,0
6429,9,4,3,5,0.034861111111111114,2,0
2922,14,5,1,5,0.034444444444444444,4,1
6747,15,4,3,4,0.03180555555555555,6,0
2756,6,3,3,2,0.034027777777777775,2,0
6400,5,2,6,1,0.03180555555555555,4,0
3647,2,1,1,4,0.03208333333333333,1,0
101,14,5,1,4,0.03263888888888889,2,1
4886,4,1,4,2,0.0375,5,0
5042,7,2,3,5,0.035,4,0
6172,13,4,6,7,0.030972222222222224,5,1
8102,2,1,5,2,0.030972222222222224,4,0
8302,18,6,5,7,0.03763888888888889,4,1
2442,8,3,4,7,0.035694444444444445,5,0
1466,20,6,4,6,0.034027777777777775,6,1
4054,2,2,1,5,0.03319444444444444,1,0
1745,1,1,1,5,0.035694444444444445,1,0
4607,12,4,2,5,0.030972222222222224,3,0
8108,10,4,4,1,0.035,2,1
4429,3,2,4,1,0.03208333333333333,1,0
8996,14,4,6,6,0.03138888888888889,4,1
7929,15,6,3,6,0.03194444444444444,2,1
8301,7,2,6,7,0.030972222222222224,6,0
6118,4,2,5,4,0.03763888888888889,2,0
5529,19,6,6,2,0.034722222222222224,6,1
4307,3,1,4,3,0.03208333333333333,4,0
8479,14,5,1,4,0.035694444444444445,4,0
2122,6,2,5,4,0.03236111111111111,4,0
8516,4,2,3,4,0.035555555555555556,4,0
7202,12,4,2,7,0.03763888888888889,3,0
4193,9,4,2,2,0.03319444444444444,1,0
7943,10,4,1,5,0.035694444444444445,2,0
6220,17,5,2,5,0.03347222222222222,5,1
1204,2,1,4,1,0.030972222222222224,3,0
8859,10,3,6,2,0.03180555555555555,4,1
1927,19,6,5,3,0.030972222222222224,3,1
5915,13,5,2,1,0.035555555555555556,2,1
4869,17,5,1,1,0.034444444444444444,5,0
2338,9,4,2,4,0.03763888888888889,1,0
6359,7,2,6,5,0.034722222222222224,6,0
2500,16,4,4,7,0.03194444444444444,6,1
3380,15,5,1,2,0.034861111111111114,2,1
806,14,3,6,5,0.035,6,0
7107,16,6,5,2,0.03208333333333333,2,1
2320,3,1,4,6,0.030972222222222224,4,0
7852,9,3,5,5,0.035416666666666666,5,1
7935,1,1,4,5,0.03319444444444444,1,0
3982,16,5,3,4,0.03236111111111111,3,1
1243,14,5,1,5,0.0375,3,0
5595,6,2,4,2,0.029722222222222223,4,0
4483,19,6,1,1,0.03208333333333333,5,1
548,8,2,4,5,0.0375,5,0
27,19,6,5,7,0.034722222222222224,5,1
3882,13,4,4,6,0.034861111111111114,5,0
2881,13,5,3,6,0.03138888888888889,2,0
4349,3,2,1,2,0.03138888888888889,1,0
1303,3,1,1,1,0.03166666666666667,4,0
5246,16,5,4,2,0.03194444444444444,6,1
6790,1,1,6,1,0.0375,3,0
1222,4,2,6,5,0.03208333333333333,1,0
7713,3,2,6,2,0.034861111111111114,2,0
438,18,6,6,7,0.03263888888888889,5,1
5850,15,5,4,5,0.035555555555555556,4,1
3103,14,5,2,5,0.03763888888888889,2,0
6022,20,6,5,1,0.035416666666666666,4,1
6175,20,6,5,5,0.034027777777777775,5,1
3405,1,1,4,5,0.034583333333333334,2,0
6171,18,5,5,4,0.03166666666666667,6,1
6999,7,3,4,2,0.03138888888888889,2,0
3026,19,6,2,2,0.03208333333333333,5,1
327,7,3,3,4,0.03166666666666667,3,0
1040,1,1,1,1,0.03208333333333333,1,0
4280,3,2,6,5,0.03319444444444444,2,0
6756,12,3,2,7,0.03236111111111111,6,0
1871,15,6,5,5,0.03208333333333333,2,1
5689,9,3,3,3,0.03236111111111111,3,0
535,15,5,6,1,0.030972222222222224,5,1
8677,11,4,6,5,0.035416666666666666,4,0
586,20,6,2,6,0.03263888888888889,5,1
8922,3,2,6,5,0.029722222222222223,1,0
1704,9,4,3,5,0.03319444444444444,2,0
6540,5,2,2,5,0.030972222222222224,5,0
4488,9,2,3,1,0.035555555555555556,6,0
492,16,5,5,1,0.03180555555555555,6,1
5285,2,1,6,6,0.03180555555555555,1,0
6704,13,4,4,7,0.035555555555555556,6,1
3618,3,2,2,6,0.03138888888888889,1,0
3996,16,5,4,6,0.0375,4,0
3515,19,6,3,6,0.032916666666666664,5,1
6489,7,2,6,3,0.034583333333333334,5,0
1917,4,1,5,1,0.03236111111111111,6,0
3890,7,3,1,1,0.03236111111111111,2,0
8423,2,1,3,3,0.03208333333333333,2,0
7853,14,5,2,2,0.03236111111111111,2,0
3045,14,5,1,5,0.03347222222222222,2,1
3756,2,1,1,5,0.034583333333333334,3,0
8081,16,5,1,3,0.034027777777777775,6,1
398,16,5,1,3,0.034027777777777775,4,0
1318,7,2,5,3,0.03319444444444444,5,1
5355,6,2,4,6,0.030972222222222224,5,0
122,6,2,6,5,0.034583333333333334,2,0
2580,7,2,3,2,0.03263888888888889,4,0
1567,12,4,2,3,0.032916666666666664,2,1
1985,18,6,4,3,0.034444444444444444,3,1
4036,17,5,4,4,0.034027777777777775,5,1
2174,12,3,5,4,0.03180555555555555,6,1
7706,2,2,4,5,0.035694444444444445,1,0
7260,2,1,4,3,0.03194444444444444,3,0
574,2,1,3,5,0.03194444444444444,3,0
8785,5,2,5,6,0.03236111111111111,5,0
8123,9,3,5,3,0.03236111111111111,4,0
8738,11,4,2,7,0.034722222222222224,4,0
3046,11,4,2,7,0.035416666666666666,2,0
1408,17,5,4,7,0.035,5,1
536,5,3,1,2,0.035416666666666666,1,0
5556,5,2,2,7,0.030972222222222224,3,0
5988,15,5,2,4,0.034444444444444444,3,1
1435,10,2,2,1,0.03236111111111111,6,0
7059,20,6,2,3,0.030972222222222224,5,1
1868,6,2,3,1,0.03263888888888889,6,0
1455,9,4,3,7,0.032916666666666664,1,1
8523,20,6,6,6,0.03347222222222222,5,1
8868,3,1,4,6,0.03138888888888889,3,0
1821,8,3,6,3,0.03208333333333333,2,1
52,9,2,6,7,0.03347222222222222,6,1
4604,5,1,1,5,0.03236111111111111,6,0
6526,20,6,4,5,0.035416666666666666,4,1
470,12,4,4,2,0.03263888888888889,4,0
4719,10,3,5,2,0.030972222222222224,6,0
3182,1,2,1,1,0.03263888888888889,1,0
5618,5,2,2,2,0.034027777777777775,3,0
2863,10,3,3,5,0.03208333333333333,6,0
1859,7,3,6,1,0.03236111111111111,3,0
7378,13,4,4,1,0.032916666666666664,3,1
866,2,1,2,7,0.030972222222222224,6,0
5804,11,4,1,5,0.03180555555555555,2,0
3838,15,5,2,4,0.0375,5,1
2599,8,3,2,7,0.03236111111111111,3,0
8945,18,6,1,4,0.03166666666666667,2,1
4374,14,5,5,7,0.03194444444444444,3,1
426,13,5,3,6,0.03180555555555555,1,0
189,14,6,3,2,0.03263888888888889,1,1
4535,19,6,2,5,0.03263888888888889,6,1
4996,10,4,3,1,0.030972222222222224,3,1
229,7,3,6,5,0.03208333333333333,3,1
2716,3,2,4,5,0.03208333333333333,1,0
1042,8,3,4,5,0.03236111111111111,2,0
3551,9,3,5,5,0.034444444444444444,3,0
2689,13,5,3,2,0.0375,1,0
8442,1,1,1,1,0.034444444444444444,1,0
1906,10,4,3,2,0.035555555555555556,2,0
7770,8,3,6,7,0.034444444444444444,4,1
802,14,4,2,7,0.035555555555555556,4,0
1488,10,4,2,4,0.034722222222222224,2,0
8679,19,6,2,2,0.0375,3,1
1129,1,1,1,5,0.03208333333333333,1,0
7286,5,3,3,3,0.034027777777777775,1,0
2209,14,5,3,4,0.034861111111111114,2,0
4230,10,3,5,3,0.035,5,1
7813,10,3,6,3,0.032916666666666664,5,0
5138,14,5,3,4,0.03138888888888889,3,0
3115,6,2,6,3,0.035555555555555556,6,1
5008,16,5,5,5,0.034583333333333334,5,1
8636,18,6,5,4,0.03236111111111111,4,1
2145,12,3,1,5,0.03180555555555555,6,1
5954,2,1,3,3,0.035555555555555556,1,0
1633,20,6,4,7,0.03347222222222222,5,1
6670,20,6,4,6,0.03347222222222222,3,1
4011,16,4,3,7,0.034583333333333334,6,1
157,1,1,2,6,0.035416666666666666,4,0
2421,9,4,5,5,0.03208333333333333,2,0
6361,6,2,6,4,0.03263888888888889,6,0
3214,17,5,4,2,0.035694444444444445,6,1
2771,7,2,5,2,0.0375,4,0
4443,11,3,6,5,0.03763888888888889,5,1
5565,18,6,2,5,0.03208333333333333,5,1
6278,3,1,2,6,0.030972222222222224,4,0
6393,17,4,4,5,0.034722222222222224,6,1
3917,3,1,4,1,0.03347222222222222,2,0
2808,20,6,4,7,0.035,6,1
4342,18,6,4,5,0.035694444444444445,5,1
3025,10,2,4,5,0.03208333333333333,6,1
2730,14,5,4,3,0.032916666666666664,3,1
3210,9,4,3,6,0.0375,2,0
6607,11,5,1,5,0.03194444444444444,1,1
848,1,1,4,7,0.035416666666666666,1,0
7518,19,6,2,3,0.0375,4,0
8749,10,4,5,3,0.03180555555555555,2,0
757,16,6,4,2,0.034583333333333334,3,1
8708,3,1,1,3,0.03138888888888889,2,0
5230,18,5,5,6,0.03194444444444444,6,1
2813,16,6,3,2,0.0375,2,1
8913,6,4,2,3,0.035555555555555556,1,0
2062,13,5,1,2,0.03208333333333333,1,0
550,10,3,1,7,0.030972222222222224,4,0
7629,10,4,3,4,0.03263888888888889,4,0
7620,7,3,3,7,0.035416666666666666,2,0
7982,1,1,6,2,0.029722222222222223,1,0
4059,19,6,3,2,0.030972222222222224,4,1
3694,13,4,5,2,0.035555555555555556,6,0
1260,3,1,4,5,0.03208333333333333,2,0
6333,1,1,4,6,0.030972222222222224,1,0
5297,10,4,6,3,0.034444444444444444,2,1
7508,18,6,3,4,0.03138888888888889,3,1
1025,2,1,1,7,0.029722222222222223,2,0
753,8,3,2,1,0.03347222222222222,3,0
4626,7,3,5,5,0.03166666666666667,1,0
3400,16,5,3,3,0.034027777777777775,4,1
1952,9,2,4,3,0.03236111111111111,6,0
7545,18,6,4,1,0.03166666666666667,4,0
352,16,5,6,1,0.0375,4,1
1512,3,2,2,2,0.035555555555555556,1,0
6608,11,4,2,5,0.03208333333333333,3,1
3155,12,5,2,5,0.03194444444444444,1,1
3528,13,4,6,7,0.03763888888888889,6,1
702,18,6,2,3,0.030972222222222224,4,1
2587,6,3,1,5,0.035416666666666666,1,0
3430,7,3,2,6,0.034583333333333334,1,0
562,14,5,2,6,0.03763888888888889,3,1
2319,11,4,2,3,0.03180555555555555,3,0
2459,7,2,3,6,0.035555555555555556,4,0
5113,3,2,1,2,0.035555555555555556,2,0
8028,2,1,6,3,0.03763888888888889,2,0
6244,16,5,5,3,0.03319444444444444,5,1
2645,15,5,1,2,0.03236111111111111,4,0
1048,13,4,1,1,0.034861111111111114,6,0
7087,16,6,2,4,0.032916666666666664,2,1
415,16,5,4,5,0.03263888888888889,4,1
3529,7,4,2,1,0.030972222222222224,1,0
8570,13,4,4,1,0.035555555555555556,5,0
3444,8,3,2,4,0.03236111111111111,4,0
3379,8,4,1,5,0.03236111111111111,2,0
5921,17,6,4,5,0.03138888888888889,4,1
1470,6,2,4,5,0.03263888888888889,5,0
7204,5,3,2,6,0.032916666666666664,1,0
4171,7,1,6,5,0.029722222222222223,6,1
7542,3,2,4,7,0.03180555555555555,1,0
6554,1,1,4,2,0.035416666666666666,5,0
1584,14,5,6,1,0.03194444444444444,3,1
1413,10,4,5,6,0.03236111111111111,2,0
6154,13,4,3,6,0.03194444444444444,5,1
5810,9,3,3,5,0.030972222222222224,5,0
1723,5,2,3,5,0.03763888888888889,5,0
2918,16,5,4,1,0.030972222222222224,4,0
4356,8,3,5,1,0.03263888888888889,2,0
1508,11,3,3,1,0.032916666666666664,5,1
6072,3,1,6,5,0.034027777777777775,5,0
8204,11,3,5,4,0.03236111111111111,5,0
1322,9,3,6,2,0.03208333333333333,6,0
843,5,2,1,4,0.035555555555555556,2,0
1147,2,1,1,7,0.029722222222222223,1,0
5068,3,2,2,5,0.032916666666666664,1,0
8044,19,6,4,6,0.034027777777777775,4,1
464,18,5,5,2,0.03208333333333333,6,1
